M40[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148]
0.0594378,0.0295415,0.0306622,0.0176988,0.0434322,0.0692383,0.0460203,0.0187798,0.0345937,0.0242158,0.0193405,0.0270693,0.0338759,0.0455487,0.0401837,0.0339528,0.0593904,0.0481755
0.0654546,0.0419054,0.0505607,0.0323328,0.0492437,0.0706322,0.0491451,0.0291829,0.0409663,0.0328492,0.0260359,0.0192872,0.0497567,0.0437245,0.0357811,0.0427458,0.0758549,0.0683624
0.0808599,0.0432073,0.0488704,0.0454083,0.0519762,0.0870827,0.0447394,0.0324107,0.0466953,0.0302293,0.039855,0.033177,0.0482723,0.0531404,0.0348541,0.0441883,0.0709051,0.0570797
0.0834447,0.0519937,0.045028,0.0372864,0.0534599,0.0816399,0.0481147,0.0358645,0.0575418,0.0426953,0.0389223,0.0303599,0.044769,0.0524767,0.04827,0.046258,0.0658634,0.0595498
0.0824478,0.0523585,0.0476432,0.0391904,0.0588887,0.0866372,0.0540178,0.0307162,0.0438569,0.047622,0.0352902,0.0422512,0.0434643,0.0681378,0.040536,0.0549326,0.0708052,0.0558122
0.090792,0.0404446,0.042289,0.0342739,0.0671255,0.0761726,0.0477946,0.0205957,0.0437478,0.0312685,0.0299365,0.032905,0.0516733,0.0603682,0.0428192,0.0388812,0.0620829,0.0539812
0.0782165,0.0468529,0.0302118,0.0426122,0.0399559,0.0724706,0.0377095,0.0344883,0.0542534,0.0268347,0.0232332,0.0254825,0.0426084,0.0483726,0.0436662,0.0351167,0.0584101,0.0540612
0.0619701,0.0431387,0.0374866,0.0319754,0.0339965,0.0729511,0.0418342,0.0242466,0.041792,0.0353964,0.0329079,0.0253944,0.0584172,0.0575768,0.02864,0.0392021,0.0590562,0.0606214
0.0638122,0.02638,0.0292581,0.0246883,0.0460343,0.0668765,0.039749,0.0235299,0.0488389,0.0317774,0.0342448,0.0173459,0.0426283,0.0506103,0.0234901,0.0360559,0.0627109,0.0461076
0.0687614,0.0278514,0.0248765,0.0200955,0.0430818,0.061231,0.0458321,0.033644,0.0359099,0.0208021,0.0287247,0.0265335,0.0358063,0.0603004,0.0280444,0.0267197,0.0655598,0.0546418
0.0814974,0.0544839,0.0521555,0.0402637,0.0681262,0.0808044,0.0611662,0.0378327,0.0589917,0.0405285,0.0355571,0.0388966,0.0555607,0.0651677,0.0565695,0.0480562,0.0739419,0.0732249
0.0687207,0.0272634,0.0362877,0.017876,0.060214,0.0668837,0.0348447,0.030307,0.0425729,0.0340703,0.0298081,0.0222671,0.0515429,0.0522503,0.0500323,0.0378572,0.0765974,0.064285
0.0682062,0.0308609,0.0267376,0.0260882,0.040312,0.0779864,0.0415842,0.0253955,0.0375575,0.0262772,0.0251729,0.0196515,0.0390706,0.0462767,0.0201646,0.0253632,0.0545067,0.0496858
0.0724832,0.0491141,0.0448446,0.0302807,0.0527806,0.0749781,0.0604002,0.0344289,0.0542202,0.0410021,0.022615,0.0182746,0.0498969,0.0608354,0.0446694,0.0359353,0.0661996,0.0569273
0.0670432,0.0345437,0.0413753,0.0200893,0.0395371,0.0665193,0.044359,0.0216173,0.0344691,0.0305158,0.0274656,0.0172549,0.0410075,0.0566724,0.0262665,0.0330968,0.0724356,0.0449455
0.073165,0.0451972,0.0446141,0.0305344,0.0464989,0.0751438,0.0452661,0.0337129,0.0576332,0.034439,0.0288839,0.0274949,0.0511808,0.0563621,0.0389019,0.0429299,0.0727841,0.0613397
0.0826105,0.0409753,0.0422308,0.0385957,0.046552,0.0759802,0.0478066,0.0292513,0.0511112,0.042538,0.0388923,0.0278114,0.040193,0.054992,0.0409143,0.0325181,0.0652483,0.0672367
0.0681589,0.0475166,0.0384649,0.0461925,0.057086,0.0797384,0.0503776,0.0382155,0.0458911,0.0444475,0.0275532,0.0299578,0.0451163,0.0663783,0.0359793,0.0451064,0.0687916,0.0579833
0.0712939,0.0478212,0.0463103,0.0425083,0.0521689,0.0696867,0.0463667,0.0327145,0.0474674,0.0480558,0.040724,0.0414229,0.0418305,0.0624031,0.0511849,0.0265651,0.0715183,0.064761
0.0711894,0.0468706,0.0507738,0.0379075,0.0514299,0.0728016,0.0430717,0.0421659,0.065797,0.0339204,0.0318132,0.036739,0.0503299,0.0586592,0.0367829,0.0350856,0.0692206,0.0613714
0.0796673,0.0539542,0.052946,0.0420569,0.0642474,0.0922208,0.0512382,0.0310144,0.057684,0.0442172,0.0533094,0.0454669,0.0525924,0.0652373,0.0579012,0.0534481,0.0628922,0.0709055
0.07543,0.0412718,0.0304641,0.0387931,0.0547242,0.0683975,0.0528138,0.0282667,0.0477626,0.0363121,0.0297602,0.0237314,0.0466914,0.0565147,0.034221,0.0335289,0.066753,0.0519608
0.0662674,0.0467589,0.0495279,0.0329474,0.0444497,0.0766265,0.0499222,0.0307532,0.0460729,0.045793,0.0332558,0.0318135,0.0570924,0.0681444,0.0393238,0.0524926,0.0738451,0.0520055
0.0805974,0.0517927,0.0509281,0.0484479,0.0609824,0.0886434,0.0486675,0.0432518,0.0591385,0.0543326,0.0464503,0.0361289,0.0405602,0.0659039,0.0526998,0.0466734,0.0771576,0.057648
0.0753537,0.0391495,0.0468985,0.0423462,0.0596028,0.081775,0.0550904,0.0381635,0.0477846,0.0478339,0.0362769,0.0370209,0.059145,0.0737089,0.0448527,0.0536837,0.0691355,0.0718167
0.0543366,0.0400546,0.0294867,0.017985,0.0476092,0.0715098,0.0476287,0.0282756,0.0270617,0.0312514,0.0280868,0.0235727,0.0494288,0.0608407,0.0366214,0.0316182,0.06376,0.063481
0.0602424,0.032917,0.0435099,0.028084,0.0523149,0.0835342,0.0456969,0.0370238,0.0551652,0.0306965,0.034548,0.0288575,0.0542421,0.0602079,0.0408966,0.0382571,0.0732779,0.0691459
0.0689673,0.0502128,0.0501023,0.0292546,0.0518974,0.0758873,0.0556256,0.0383635,0.0478246,0.0380079,0.0352875,0.035273,0.0441221,0.0494934,0.0378506,0.0433611,0.0652819,0.0670367
0.0737511,0.0605912,0.0502067,0.0377097,0.0622686,0.0833891,0.0595603,0.0409887,0.0540443,0.0409163,0.0452416,0.037035,0.0516048,0.0778943,0.0571854,0.0421716,0.0852062,0.0721031
0.069876,0.0555797,0.0508632,0.0435436,0.049534,0.0880237,0.0602073,0.0289784,0.051544,0.0506902,0.0377487,0.0342618,0.0538514,0.0588685,0.035242,0.0484825,0.0799948,0.0697178
0.0696071,0.0464815,0.0464554,0.0471459,0.0532468,0.0820317,0.059942,0.0393113,0.0491689,0.0416673,0.0446293,0.028873,0.0559952,0.0702809,0.039776,0.040965,0.0689862,0.0683866
0.065591,0.0431305,0.0291693,0.0350947,0.0525018,0.0779206,0.0437756,0.0426447,0.0406559,0.0265106,0.0306243,0.0253635,0.0374142,0.0606599,0.0386562,0.0348368,0.0676451,0.0492224
0.0606398,0.0408523,0.0393734,0.022081,0.0260366,0.0762614,0.0400106,0.0272431,0.0274631,0.0352867,0.0241,0.0200948,0.0372989,0.0514204,0.0266093,0.0389333,0.0557642,0.0570634
0.067842,0.0496646,0.044592,0.0428191,0.0493203,0.0757331,0.051469,0.0392709,0.0539543,0.0453795,0.0363177,0.0270055,0.0526849,0.0586697,0.0318684,0.0408659,0.0632283,0.0701814
0.086373,0.0535082,0.0552716,0.0428612,0.0650622,0.0945911,0.0604538,0.0322973,0.0686178,0.0454876,0.0357054,0.0420661,0.0638769,0.0693607,0.0456779,0.0519537,0.0720831,0.0603091
0.0874607,0.0467093,0.0459154,0.0457685,0.0650973,0.0832277,0.057159,0.0435277,0.0480177,0.052642,0.0331068,0.0334435,0.0569816,0.0616792,0.0496112,0.0496092,0.0743092,0.0701294
0.0619574,0.040362,0.0383596,0.0327135,0.0493537,0.0796035,0.0549974,0.0432077,0.0508593,0.0465093,0.0390316,0.0341764,0.0431688,0.0630125,0.0272165,0.0460072,0.0733691,0.061932
0.0726921,0.0375137,0.0507224,0.0333159,0.0571992,0.075393,0.055854,0.0315648,0.0465786,0.0373897,0.0458058,0.0241649,0.0527734,0.0604586,0.0420177,0.0380266,0.0689845,0.0647928
0.0773388,0.047031,0.0534652,0.0311941,0.0599927,0.0812071,0.0617203,0.0383611,0.0513829,0.0455465,0.0379589,0.0320644,0.0481013,0.0649123,0.0370966,0.0566008,0.0647004,0.061637
0.0713401,0.0297644,0.0322799,0.02461,0.0484375,0.0782447,0.0441176,0.0281184,0.0426443,0.0283576,0.02171,0.020915,0.0469062,0.0601175,0.0261706,0.0430202,0.0624415,0.0486817
0.082277,0.0669616,0.0461835,0.038912,0.0481333,0.0778357,0.0508247,0.0497225,0.0597395,0.0461283,0.0278331,0.0361918,0.0599952,0.0637587,0.049732,0.0423152,0.0772844,0.0524275
0.0762452,0.0538868,0.04505,0.0305195,0.0544133,0.071771,0.0595859,0.0504953,0.0580964,0.0531156,0.0474996,0.0390091,0.0484344,0.0569366,0.0413856,0.0584438,0.0762569,0.0592355
0.0783312,0.0402888,0.0421849,0.0320432,0.0359631,0.0727009,0.0448512,0.0286293,0.0450009,0.0367467,0.0263062,0.023589,0.0450377,0.0597077,0.0308887,0.0431226,0.0629691,0.0538509
0.0615088,0.0368736,0.0338228,0.0250031,0.0435679,0.0668397,0.0331032,0.0273503,0.0428291,0.0247019,0.0327155,0.0253594,0.0377359,0.046946,0.0332423,0.0209048,0.0644382,0.0442671
0.0763869,0.0547125,0.0396967,0.0362036,0.0613189,0.0814033,0.0630681,0.0477986,0.0672686,0.0356443,0.0294013,0.0429126,0.0388093,0.0596259,0.0519257,0.0474142,0.0814896,0.0681294
0.0732228,0.0307134,0.0250795,0.0218301,0.0372274,0.0657875,0.0515679,0.0291847,0.0393022,0.0384769,0.0170532,0.0200396,0.0430198,0.0576585,0.0175992,0.029447,0.068688,0.066346
0.082182,0.0447468,0.0412271,0.0370682,0.0606741,0.0810412,0.0450258,0.0292814,0.0465975,0.0246497,0.0253812,0.0303456,0.0424442,0.0558841,0.0378428,0.0440717,0.0787795,0.074881
0.0646866,0.0362943,0.0340073,0.0216862,0.0427004,0.0645891,0.0377136,0.0226425,0.0391333,0.0258467,0.0213503,0.0332864,0.043332,0.0468105,0.0246473,0.0380043,0.0689016,0.0559459
0.0692873,0.0582469,0.0554418,0.0274903,0.0568065,0.0841692,0.0625722,0.041722,0.0530668,0.043333,0.0339554,0.0273764,0.0481767,0.0632428,0.0523563,0.0449794,0.0670494,0.0649558
0.0718246,0.0444936,0.0450459,0.0376132,0.0422821,0.0601983,0.0385135,0.0290884,0.0506609,0.0383031,0.0243042,0.0304564,0.0512262,0.0506187,0.0345093,0.028487,0.0751372,0.0606865
0.067203,0.0410874,0.0329887,0.030129,0.0391601,0.0614983,0.029384,0.0278141,0.0336782,0.0164426,0.0187893,0.0207042,0.0406747,0.0510435,0.0318098,0.0402197,0.0631641,0.0418444
0.0728292,0.043464,0.0347784,0.0307447,0.0469243,0.0702474,0.0410352,0.0332941,0.0437462,0.0412003,0.027504,0.0264958,0.0418797,0.0570423,0.0366821,0.0374725,0.0720301,0.0649641
0.0606899,0.0400203,0.0472857,0.022489,0.039864,0.0723127,0.0306093,0.0244849,0.0308778,0.0326829,0.0297079,0.0145517,0.0417186,0.0423628,0.0253232,0.0387622,0.05861,0.0469647
0.0655332,0.0556353,0.0393949,0.0326575,0.0451769,0.0822998,0.0450942,0.0340656,0.0493627,0.0330812,0.0347836,0.0318353,0.0389301,0.0592619,0.0302127,0.0300209,0.0728019,0.0685297
0.0767256,0.046612,0.0379953,0.0307751,0.0452546,0.0775113,0.0423737,0.0334516,0.0452465,0.0427458,0.0303505,0.0304421,0.0521079,0.0632057,0.041464,0.0368809,0.0705732,0.0552589
0.074899,0.0503319,0.0432432,0.0261116,0.0532874,0.0817421,0.0416453,0.02496,0.0441812,0.0372876,0.0194548,0.0284664,0.0452371,0.062916,0.0312564,0.0285135,0.0715758,0.0610584
0.0665477,0.0464697,0.0451407,0.0410818,0.0536803,0.078767,0.0507201,0.0241379,0.0478663,0.041838,0.0310929,0.0269949,0.0407947,0.0591676,0.0346174,0.0336403,0.0746658,0.0605142
0.0640683,0.0524951,0.0460667,0.0266679,0.0508994,0.0723996,0.0508497,0.032479,0.0527076,0.0325409,0.0308901,0.0294898,0.0457411,0.0547355,0.0409136,0.0387199,0.0749555,0.0498646
0.0574769,0.0347238,0.0251601,0.0197101,0.0410611,0.0686983,0.035304,0.0258377,0.0341033,0.0296912,0.0294855,0.0193398,0.0409556,0.0482075,0.0292013,0.0307062,0.0642583,0.0450131
0.0657235,0.0464754,0.0450243,0.0274614,0.0477777,0.0713895,0.0403251,0.0307857,0.0428429,0.0328225,0.0305838,0.0285037,0.0470845,0.057532,0.0371542,0.0426737,0.0612459,0.0583008
0.0677528,0.0408291,0.0340247,0.0245551,0.0468348,0.068477,0.0416839,0.0294603,0.0518608,0.0420477,0.0231623,0.0244119,0.0455826,0.0573683,0.0283567,0.0299127,0.0730678,0.0562779
0.0725155,0.0409708,0.0417922,0.0249473,0.0410003,0.0779831,0.0462597,0.0208021,0.0425288,0.0370878,0.0357887,0.0269364,0.0506298,0.0617533,0.0319719,0.0359751,0.0705947,0.0573606
0.0691569,0.0405374,0.0461395,0.0380039,0.0482897,0.0796234,0.0519424,0.0269688,0.0537199,0.035976,0.0327125,0.0322758,0.0417788,0.056428,0.0329211,0.0420056,0.0788924,0.0751382
0.0686107,0.0524523,0.0542229,0.0317678,0.0551513,0.0840147,0.049886,0.0391564,0.052086,0.0495527,0.0414068,0.030743,0.0539925,0.0595474,0.044533,0.0387693,0.0767274,0.065002
0.0693346,0.0498528,0.0418657,0.039664,0.0541072,0.0780795,0.049275,0.0347056,0.0440642,0.0370055,0.0365563,0.0264095,0.05387,0.0510728,0.0280905,0.0352792,0.0665538,0.0589512
0.0638814,0.0453003,0.0411691,0.040649,0.0528517,0.0749199,0.0510987,0.0277422,0.056433,0.0368863,0.0234653,0.0308411,0.041151,0.0661822,0.0439494,0.0435685,0.0774984,0.0600477
0.0720803,0.0407347,0.036048,0.0349223,0.049525,0.0784239,0.0587584,0.0370376,0.044064,0.0361573,0.0329441,0.0238749,0.0505836,0.0575715,0.0350457,0.0407619,0.0689187,0.0584818
0.0592506,0.0450339,0.0348976,0.0270413,0.0422736,0.0758443,0.0402254,0.0334098,0.0338424,0.0363279,0.0276203,0.0249437,0.0469657,0.0717444,0.0420375,0.0365707,0.0769941,0.0560679
0.0761817,0.0421478,0.0452874,0.0369157,0.0520787,0.0715519,0.0494133,0.0394752,0.0456069,0.0488941,0.0358284,0.0247735,0.0570357,0.0601518,0.0456852,0.0422497,0.0761279,0.061299
0.058285,0.0287773,0.0319226,0.0199554,0.0520065,0.0776589,0.0407644,0.0206337,0.0397946,0.030629,0.0345512,0.0262086,0.0345066,0.0436987,0.0320688,0.0359294,0.0626009,0.0517633
0.0703657,0.0506629,0.0432738,0.0381253,0.0467852,0.0731694,0.044687,0.0257198,0.0512963,0.0444562,0.0273408,0.0276808,0.0506734,0.0560282,0.0420776,0.0464475,0.0749017,0.0620684
0.0577288,0.0402466,0.046441,0.0302373,0.0526604,0.0667513,0.0480707,0.0235943,0.0417081,0.0240303,0.0426857,0.0229545,0.0363237,0.051789,0.0349782,0.0483672,0.0683358,0.0543865
0.0542185,0.043049,0.0326828,0.0200445,0.0410114,0.0606929,0.0461583,0.0254909,0.0376822,0.0243024,0.0312146,0.034049,0.0398409,0.055345,0.0296566,0.028178,0.057857,0.058379
0.0603715,0.0502555,0.0325912,0.00489008,0.0371109,0.0624481,0.0298091,0.024265,0.0458402,0.0272497,0.0220888,0.0109972,0.0370556,0.0538431,0.0219017,0.0358579,0.068831,0.0648299
0.0613238,0.0372289,0.0320165,0.025999,0.0443787,0.0773608,0.0406743,0.0299061,0.0540542,0.0360214,0.0279127,0.0208592,0.0381475,0.0580942,0.0359923,0.0308511,0.0812357,0.0531556
0.062836,0.0510775,0.0394245,0.0323394,0.043629,0.0708446,0.0496767,0.0329263,0.0461628,0.0458522,0.0412548,0.0266847,0.0449173,0.0523603,0.0342482,0.04199,0.0776627,0.063534
0.0674441,0.0446001,0.0425349,0.0356811,0.0523141,0.0774424,0.0556308,0.0372828,0.0395774,0.0328,0.0300105,0.0266951,0.0374652,0.0531068,0.0309832,0.0317141,0.0716754,0.0678959
0.0696866,0.0410827,0.0437108,0.038495,0.0432252,0.0759279,0.0448011,0.0424798,0.0450711,0.0312817,0.0365126,0.0211045,0.0465264,0.048142,0.0377294,0.0360807,0.0671145,0.0583974
0.0869719,0.0527705,0.0362291,0.0293474,0.0549024,0.0780496,0.0486191,0.034106,0.0563329,0.0360716,0.0356208,0.0290672,0.0502533,0.0543289,0.0418558,0.0569519,0.0759673,0.0664658
0.0761739,0.0562285,0.0409181,0.0464303,0.0580632,0.0846434,0.0463037,0.0375257,0.059336,0.0406575,0.0423961,0.0269645,0.0507866,0.0622953,0.0469543,0.0417252,0.084884,0.0634782
0.0801738,0.0558962,0.0515337,0.0357039,0.0529929,0.0850919,0.0599635,0.0523626,0.050512,0.0502268,0.0463323,0.0462752,0.0569798,0.0662755,0.0516489,0.0395745,0.0799074,0.0652672
0.0752494,0.0477034,0.0400899,0.0295793,0.0529931,0.079254,0.0539094,0.0368712,0.0504881,0.0535865,0.0438461,0.0298116,0.0471933,0.0542509,0.0430609,0.0468539,0.0780788,0.0683984
0.0626815,0.0437476,0.0448833,0.0298435,0.0456926,0.0774095,0.0542488,0.0236095,0.038183,0.0386016,0.0260828,0.0133323,0.0418466,0.0508353,0.0402282,0.0429831,0.0764616,0.0673736
0.0662502,0.0371616,0.0404113,0.0222546,0.04989,0.0740562,0.0500801,0.0372403,0.0509436,0.0423652,0.0347882,0.0142885,0.0502053,0.0581561,0.0339469,0.0371356,0.0726052,0.0503003
0.0625747,0.0406633,0.038309,0.0258349,0.0485161,0.0796396,0.0464312,0.0361814,0.0500311,0.0379296,0.0341269,0.0302519,0.0477369,0.0514321,0.0426965,0.0395075,0.0694133,0.0576565
0.0621665,0.042157,0.0352929,0.0254094,0.0422068,0.0802176,0.0424154,0.0311918,0.0408142,0.0403098,0.0306267,0.0263801,0.041877,0.0536285,0.0421871,0.0402392,0.0695806,0.0556113
0.0735812,0.0437789,0.0417353,0.018542,0.0464364,0.0772792,0.045188,0.0224301,0.039431,0.0369544,0.0319249,0.0247361,0.0447088,0.0481111,0.0336892,0.0371021,0.0771111,0.0518338
0.0581333,0.0400212,0.0422925,0.022931,0.0405365,0.071735,0.0503974,0.0220117,0.0424105,0.0309033,0.0328444,0.0222506,0.0448447,0.0513686,0.0326876,0.0237747,0.068808,0.0483956
0.0545265,0.0380302,0.0465955,0.0234535,0.0455105,0.0802601,0.0424985,0.0271499,0.039184,0.0385137,0.0244016,0.0286872,0.0481584,0.0478676,0.0346549,0.0314086,0.0743571,0.0639882
0.0582896,0.0355496,0.0280797,0.0194849,0.042421,0.0733737,0.0440413,0.0257267,0.0400781,0.0323686,0.0259949,0.0200557,0.0427344,0.0548963,0.0311406,0.0332187,0.069827,0.0588981
0.0518471,0.0330166,0.0347395,0.0257047,0.0457608,0.0655026,0.0402762,0.018421,0.0300642,0.0297868,0.0181024,0.019137,0.0408241,0.045012,0.0311524,0.032245,0.0635501,0.0498277
0.0742728,0.0472031,0.0425828,0.028464,0.0525363,0.0827461,0.0453059,0.0317964,0.0513769,0.0433807,0.0348185,0.0256059,0.0505767,0.0542772,0.0389185,0.0409291,0.0767274,0.0644593
0.067129,0.0430094,0.037267,0.031339,0.054303,0.0834482,0.0524198,0.033577,0.0487804,0.0412342,0.0302982,0.0255071,0.0495358,0.0656245,0.0351088,0.0463481,0.071152,0.0589771
0.0630672,0.0385732,0.039335,0.0268377,0.0376967,0.0765937,0.0528269,0.0231255,0.042302,0.0308872,0.0304998,0.0261341,0.0394708,0.0594103,0.0305278,0.0385742,0.0694255,0.0607234
0.0616148,0.0424746,0.0344271,0.0278483,0.0409061,0.0705025,0.0447485,0.0252766,0.0482987,0.0366031,0.0278956,0.0207825,0.044677,0.0590466,0.0369147,0.0367583,0.0631653,0.0603886
0.0643478,0.048154,0.0488556,0.0301904,0.065578,0.0769927,0.058652,0.0348134,0.0541613,0.0436723,0.0322049,0.0321682,0.051182,0.0632546,0.0407558,0.0433314,0.0771125,0.0656882
0.0601715,0.0394946,0.0387295,0.0275769,0.0469918,0.077375,0.0427926,0.034701,0.0496541,0.0433599,0.0329269,0.0306424,0.0507837,0.0612091,0.039461,0.0353484,0.0670489,0.053736
0.0653997,0.0437598,0.034616,0.0223261,0.042245,0.0739794,0.0373767,0.0244199,0.0443727,0.0349238,0.0234547,0.0189193,0.0480537,0.054367,0.0411751,0.0337169,0.0670934,0.0468377
0.0591196,0.0385084,0.0368985,0.0220272,0.0427118,0.0630979,0.0423812,0.0109267,0.0438522,0.0267779,0.017894,0.0206269,0.0456308,0.0489962,0.0289822,0.0268705,0.0661381,0.0537513
0.0603094,0.0332505,0.0318204,0.0235209,0.0451933,0.0679763,0.0352322,0.0254349,0.0402385,0.0352843,0.0196476,0.0134389,0.0532491,0.0503677,0.030049,0.0343809,0.0703293,0.058882
0.0592996,0.0401402,0.0509506,0.032792,0.0532257,0.0880601,0.0443966,0.0285287,0.0469266,0.027846,0.0394074,0.0194695,0.0465301,0.0546028,0.033129,0.0424356,0.0690841,0.0631676
0.0541771,0.0321808,0.027806,0.0245161,0.0402449,0.0637729,0.0415907,0.0259028,0.0444981,0.0283483,0.0251918,0.02641,0.030614,0.0518562,0.0204535,0.025424,0.0616259,0.0436997
0.0676463,0.0406602,0.0434479,0.033404,0.0574402,0.0842116,0.05885,0.0412869,0.0514867,0.037681,0.0420818,0.0368392,0.0480452,0.070277,0.0457662,0.0464485,0.0752612,0.0680237
0.0628267,0.0370752,0.0305711,0.0158639,0.032593,0.068566,0.0440023,0.0216805,0.034564,0.0299012,0.0172644,0.015863,0.0403538,0.0475996,0.0252674,0.0306835,0.0572051,0.0506563
0.0511768,0.0209263,0.0281092,0.0171059,0.0339946,0.0658021,0.0318532,0.0258405,0.0360188,0.0241809,0.0179045,0.00583366,0.0333934,0.0486632,0.0229238,0.0331635,0.0576911,0.0604065
0.0711153,0.0423096,0.0485415,0.0243311,0.0582232,0.0828995,0.0528061,0.0295813,0.051068,0.0332379,0.0271577,0.0390614,0.0544696,0.0646017,0.0382072,0.0409062,0.0759755,0.0589448
0.064004,0.0387377,0.0376198,0.0263802,0.0432473,0.0622146,0.0439311,0.0225056,0.0522153,0.0399284,0.0295167,0.00747017,0.048433,0.0448635,0.0358767,0.0387594,0.0689619,0.0560141
0.0600881,0.0375096,0.0412924,0.0307538,0.0304363,0.0698076,0.0403949,0.0237398,0.0415874,0.0398768,0.0247839,0.0193691,0.0415228,0.056061,0.0453941,0.0332143,0.0724567,0.068479
0.0699953,0.0482813,0.041275,0.0351254,0.0375978,0.0800627,0.0462107,0.0286776,0.0479051,0.0452284,0.0288623,0.0251829,0.0584481,0.0656646,0.0364492,0.0522128,0.062278,0.0619857
0.0693516,0.0517236,0.0409689,0.0347929,0.052462,0.080251,0.0475211,0.0335363,0.053104,0.0441065,0.0396888,0.0181486,0.059285,0.0584284,0.0327339,0.0378651,0.0666882,0.066081
0.0671987,0.0321736,0.0419919,0.0188992,0.0443117,0.0723839,0.0424003,0.0291307,0.0418103,0.0329066,0.0351781,0.0331505,0.0391176,0.0596096,0.0364355,0.0504918,0.0620258,0.0546647
0.0789472,0.0413581,0.0452528,0.032344,0.0605365,0.0787488,0.0512463,0.0285856,0.0520379,0.0364999,0.0314822,0.0316636,0.0408765,0.0613471,0.0403689,0.0392304,0.0694594,0.0629408
0.0717232,0.0474687,0.0397504,0.0242662,0.0500783,0.0761867,0.0425328,0.024666,0.046422,0.0392427,0.030854,0.0309277,0.048847,0.0525356,0.0424854,0.041645,0.0608211,0.0573525
0.0644346,0.0464566,0.0352891,0.0215837,0.0469392,0.0747008,0.0520269,0.0269805,0.0455859,0.0415406,0.0355468,0.0245653,0.0513431,0.0547652,0.0404207,0.044565,0.0768159,0.053748
0.066407,0.039618,0.0398276,0.0197618,0.0510061,0.0715876,0.0500712,0.0260724,0.0469272,0.0380495,0.0349941,0.0235179,0.0480666,0.0550532,0.0334332,0.0359186,0.0752287,0.0567342
0.0656914,0.04932,0.0443938,0.0350088,0.0504216,0.0779649,0.058212,0.0285541,0.0478912,0.0383261,0.0303144,0.0264044,0.0480932,0.0598504,0.0466217,0.041683,0.0770477,0.0636362
0.0679451,0.0404789,0.0416299,0.0325678,0.0509776,0.0843224,0.0514919,0.0352914,0.0466001,0.0404086,0.0369991,0.0216913,0.0526944,0.0642092,0.0409374,0.0426934,0.0758736,0.0713482
0.0589378,0.039918,0.0316621,0.0242854,0.0439081,0.0744816,0.0416973,0.0257218,0.0367941,0.0349056,0.0301608,0.0220397,0.03964,0.0524124,0.0395872,0.0309376,0.064065,0.0563479
0.0689488,0.0383721,0.0389159,0.0320688,0.0427708,0.0742163,0.0427124,0.023324,0.0455535,0.0367356,0.0326523,0.0224595,0.0470747,0.0596899,0.0331738,0.0384898,0.0725653,0.0628646
0.0630804,0.0410179,0.034618,0.0288919,0.041336,0.073327,0.0404835,0.0313563,0.0423216,0.0428837,0.0339213,0.0284578,0.0407951,0.0622783,0.0335284,0.0329588,0.0629673,0.0624088
0.0616794,0.0437284,0.0414936,0.0242291,0.0501024,0.0733652,0.0475174,0.0281659,0.0422861,0.0306739,0.0357346,0.0236793,0.049337,0.0567242,0.0383264,0.0397381,0.0672302,0.0637133
0.0667903,0.0479412,0.0375757,0.029266,0.0395997,0.0684173,0.0425183,0.0298287,0.0512908,0.0422948,0.0292637,0.027055,0.0540818,0.0559806,0.0323292,0.0349357,0.0682489,0.0594515
0.0547569,0.0332186,0.0316447,0.0200733,0.0425906,0.0738991,0.0400564,0.0179267,0.0421188,0.0307426,0.0197769,0.0144497,0.0341061,0.0520282,0.0303045,0.0249934,0.0618815,0.0509973
0.057144,0.0339726,0.0303724,0.0302596,0.0443381,0.0716957,0.0461049,0.0261549,0.0436092,0.0391972,0.0299057,0.0224277,0.0461597,0.0578313,0.0319555,0.0317637,0.070076,0.0559063
0.0632255,0.041708,0.0357752,0.0219933,0.0472773,0.0745072,0.0437436,0.0256096,0.0497596,0.0313961,0.0261079,0.0276634,0.0443796,0.0510696,0.0340975,0.0354089,0.0674287,0.055533
0.0694182,0.0416107,0.0430557,0.0283025,0.050151,0.07781,0.0577002,0.0228346,0.0479983,0.0322716,0.035943,0.0357865,0.050233,0.0575826,0.0393175,0.0391899,0.0736004,0.0625563
0.0611651,0.0432721,0.0419894,0.0292242,0.0507267,0.0778031,0.0533219,0.038019,0.0487647,0.0425841,0.0347309,0.0281601,0.0447108,0.056841,0.0410004,0.042207,0.0707904,0.0578973
0.0643135,0.0465401,0.0429995,0.0224402,0.0494833,0.0748282,0.0437348,0.0290704,0.0442959,0.0369378,0.0296518,0.02608,0.0461594,0.055284,0.034089,0.0323942,0.0796663,0.060217
0.0560019,0.0399885,0.0334898,0.0199532,0.0355412,0.0684621,0.0388775,0.0202992,0.0402927,0.0265745,0.0272628,0.0160978,0.0373274,0.0513807,0.0300458,0.0274888,0.0633128,0.045858
0.0719617,0.0458857,0.0384608,0.0280568,0.055342,0.081668,0.0444758,0.0366782,0.0511653,0.038087,0.0312138,0.0190353,0.053593,0.0491659,0.0388268,0.0424142,0.0746881,0.0608385
