M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],"M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']",M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181']
0.0647223,0.0822918,0.0903866,0.0610584,0.0649413,0.0686875,0.0657156,0.0729194,0.0809829,0.0753313,0.0588351,0.104825,0.078151,0.0999232,0.0591152,0.0724917,0.0775398,0.121245,0.087548,0.0697341,0.0808411,0.0652339,0.0677379,0.069291,0.092647,0.0778602,0.0892269,0.0789545,0.0771798,0.0710768,0.075886,0.0704876,0.0901662,0.0764257,0.081887,0.0777934,0.0669334,0.0701506,0.0517427,0.0772355,0.0586158,0.0592275,0.0761797,0.0677584,0.0737511,0.104465,0.0716353,0.0726296,0.090459,0.0529367,0.0564903,0.0620268,0.090441,0.0555841,0.0485958,0.0654407,0.0515784,0.0588547,0.0620959,0.0740908,0.0735714,0.0831756,0.0658959,0.0995755,0.0541296,0.0680366,0.0603235,0.0545228,0.0577078,0.0556432,0.0596727,0.0564195,0.0447876,0.0644811,0.0494805,0.0468612,0.0542924,0.0541085,0.0490382,0.0911267,0.0674025,0.0474643,0.0556992,0.0868251,0.0583683,0.0607954,0.0687332,0.048766,0.0637148,0.0740467,0.0576808,0.0772482,0.059366,0.075871,0.0793645,0.0806173,0.10121,0.0676723,0.0675687,0.068364,0.0628653,0.0713906,0.0809485,0.0717622,0.0622714,0.0783053,0.0611858,0.084963,0.0717637,0.0659417,0.134536,0.0858614,0.084075,0.0796269,0.0774162,0.130183,0.0617711,0.102106,0.0978592,0.0954924,0.0919137,0.0947516,0.063674,0.07391,0.0832038,0.0916838,0.0668876,0.0811076,0.0702627,0.0676224,0.0556463,0.0672401,0.060949,0.0703353,0.0584894,0.0719088,0.0627484,0.0929976,0.059416,0.0722709,0.0621963,0.0804081,0.100364,0.0614119
0.0773045,0.0867847,0.0953216,0.0754595,0.0747374,0.0801326,0.0793533,0.0767634,0.0848972,0.0822568,0.0679076,0.111136,0.0879414,0.11133,0.0615628,0.0786674,0.0869428,0.129685,0.0955365,0.075852,0.0879122,0.0765723,0.0770553,0.0696079,0.0912346,0.0839989,0.0952099,0.0797092,0.0813841,0.0757493,0.0836044,0.0764447,0.0940631,0.085665,0.0876342,0.0825278,0.0724439,0.0727886,0.0446201,0.0722491,0.0513951,0.0593596,0.076437,0.0630529,0.0748566,0.105547,0.0718025,0.0708741,0.0877565,0.0465706,0.0475685,0.0531681,0.0893879,0.0536199,0.0554837,0.0722973,0.0589901,0.0673582,0.0660452,0.0783223,0.0765529,0.0875259,0.0727263,0.109941,0.0576875,0.0774412,0.0675891,0.063961,0.0627986,0.0597175,0.0627947,0.0640555,0.0384872,0.0627445,0.0358126,0.0412671,0.0417831,0.0512076,0.0474736,0.0825198,0.0557017,0.0393761,0.0480421,0.0773131,0.0548999,0.0511004,0.0563262,0.0459179,0.0525868,0.0675632,0.0724134,0.0834546,0.069717,0.0813828,0.0858853,0.1031,0.109447,0.0798106,0.072085,0.0789299,0.0703358,0.085567,0.0902757,0.0861376,0.0758912,0.0896684,0.0707929,0.0957917,0.0790001,0.0739534,0.139593,0.0951811,0.0941617,0.0865638,0.0806844,0.138302,0.0709262,0.111416,0.104799,0.0987149,0.0986325,0.0977845,0.0726444,0.0807545,0.0923547,0.0997445,0.0631405,0.0933056,0.0753681,0.0765098,0.0734754,0.07039,0.0631197,0.0752067,0.0692628,0.0800427,0.0725998,0.0960273,0.0658342,0.0799451,0.0709361,0.0799826,0.111929,0.0688686
0.0774669,0.0932242,0.100212,0.0816712,0.0728301,0.0896917,0.0836045,0.0808512,0.0886193,0.0866739,0.073444,0.118135,0.0875658,0.106974,0.062483,0.0786766,0.0837428,0.13278,0.0936601,0.0756229,0.0910333,0.0727762,0.0666989,0.074941,0.0933914,0.086462,0.0948487,0.0789911,0.0873651,0.0769171,0.0784843,0.0779797,0.101145,0.0885417,0.0913634,0.0894575,0.0726804,0.0718802,0.0424069,0.0756075,0.0542564,0.0627393,0.075859,0.0705797,0.0729028,0.104441,0.0732686,0.0668747,0.0876755,0.0507209,0.0500358,0.0564988,0.0870241,0.053901,0.0597687,0.0776617,0.0645239,0.0632744,0.0619844,0.0795265,0.0770014,0.0889222,0.0717994,0.10761,0.0602508,0.072964,0.0689682,0.0649565,0.0664447,0.0568723,0.0693729,0.0667497,0.0450088,0.0702592,0.0453224,0.0518871,0.0524752,0.0592185,0.0510417,0.0921116,0.0671177,0.0487942,0.0547114,0.0910673,0.0646648,0.0588884,0.0603299,0.0586351,0.0622749,0.0764371,0.0755322,0.0818997,0.0683529,0.0827853,0.0909256,0.0986079,0.116693,0.0836814,0.0768223,0.0825198,0.0734056,0.0850609,0.0902334,0.0829654,0.07508,0.0936758,0.0693531,0.0936562,0.0810751,0.0756935,0.145559,0.0900493,0.0910693,0.0886177,0.0847484,0.139688,0.0726057,0.104027,0.107405,0.0988542,0.105435,0.0998423,0.0772369,0.0809441,0.0962819,0.0996497,0.0617637,0.0884099,0.0775954,0.0729176,0.0663761,0.066213,0.063791,0.0759012,0.0723474,0.0775882,0.0687927,0.100543,0.0622398,0.0789254,0.0747785,0.0820959,0.108545,0.0720392
0.0784695,0.0892745,0.0947477,0.0708079,0.0696925,0.0803536,0.0837554,0.0766329,0.0836185,0.0859955,0.0667806,0.110489,0.085638,0.106216,0.0650583,0.0743202,0.0829753,0.13451,0.0948972,0.0750496,0.0879587,0.0725891,0.0728657,0.0731906,0.09525,0.0798293,0.0942035,0.0766413,0.0919748,0.072321,0.0780306,0.0811645,0.0997597,0.0878996,0.0833656,0.0897709,0.0700685,0.0671341,0.0361097,0.0708919,0.0488623,0.0514512,0.0747343,0.0655646,0.0703177,0.0946304,0.0646638,0.0659309,0.0886086,0.051428,0.0555774,0.0572489,0.0816664,0.0500516,0.0638911,0.0816069,0.0682977,0.071286,0.0695561,0.086354,0.0837308,0.0967701,0.0781795,0.115474,0.0641438,0.0800694,0.0755172,0.0704185,0.0726525,0.0643509,0.0740421,0.0713558,0.0398441,0.0635807,0.0442921,0.0424299,0.0440249,0.0522695,0.0466699,0.0806297,0.0638028,0.0467623,0.0526251,0.087902,0.0593363,0.0598671,0.0630647,0.0437935,0.0595809,0.0720075,0.0682854,0.0847448,0.0666055,0.0762975,0.0839327,0.0961193,0.112316,0.0777913,0.0777138,0.0760221,0.0678412,0.0845371,0.0899282,0.0806289,0.0718002,0.0858659,0.0659085,0.0955588,0.0815218,0.079471,0.144099,0.0984943,0.0924685,0.0910148,0.0851319,0.135289,0.0670653,0.103259,0.106204,0.102065,0.100393,0.101226,0.0659552,0.0866813,0.0986486,0.0980783,0.0639968,0.0830114,0.0764413,0.0668075,0.0609369,0.0659433,0.0615805,0.0698832,0.0644272,0.07325,0.0624658,0.100489,0.0675114,0.0771295,0.0625718,0.0773919,0.101759,0.0647854
0.0704721,0.0878867,0.092724,0.0666776,0.0641412,0.0757217,0.0763082,0.0785057,0.0785879,0.0761157,0.0668714,0.109124,0.0840829,0.10613,0.0554168,0.0699577,0.0840449,0.126678,0.0895108,0.07152,0.0977509,0.0744483,0.0776262,0.0747891,0.0975024,0.0840174,0.0912843,0.0778222,0.085433,0.0775774,0.0832288,0.0791698,0.0941475,0.0811785,0.0880748,0.085225,0.0721814,0.0740646,0.043506,0.0765583,0.058052,0.0585524,0.082585,0.0642965,0.0815714,0.105174,0.0687578,0.070093,0.0902235,0.0568492,0.0578016,0.0599129,0.0830651,0.0482415,0.0528366,0.069113,0.0609072,0.0579441,0.0628219,0.0738242,0.0785078,0.0825383,0.0683464,0.10545,0.0534574,0.0741418,0.0652381,0.0636886,0.0583003,0.0509351,0.0684291,0.0661378,0.0401069,0.0654238,0.0469758,0.0432635,0.0500075,0.0513154,0.0476721,0.08549,0.0635588,0.0456492,0.0477864,0.0871526,0.0553022,0.056087,0.0649634,0.0446714,0.0621227,0.0703894,0.0665191,0.0831425,0.0633713,0.0717355,0.0894946,0.0977325,0.107068,0.0784977,0.0776986,0.0770117,0.0683827,0.0871161,0.087575,0.0867477,0.0741615,0.0912533,0.068051,0.0954166,0.0814686,0.0794893,0.141203,0.0978846,0.0885703,0.0850146,0.083155,0.141477,0.071698,0.108058,0.104803,0.0971329,0.0999053,0.103689,0.0707748,0.082839,0.0959324,0.0994032,0.0645086,0.0942284,0.0736042,0.0760741,0.0656285,0.0724182,0.0690498,0.067895,0.0754597,0.0789972,0.0741485,0.100836,0.0716495,0.0789502,0.0684014,0.0829992,0.105919,0.0661816
0.0757816,0.0863278,0.0844208,0.0669598,0.0611781,0.0720406,0.0698015,0.0686016,0.0735639,0.0788299,0.0591027,0.106023,0.0789495,0.100451,0.0559599,0.0696557,0.0776545,0.12263,0.0943325,0.0700347,0.0913859,0.0775796,0.0775238,0.0779913,0.0974541,0.0846214,0.0958063,0.0781973,0.0915522,0.0837052,0.0901937,0.0817956,0.102501,0.0891915,0.0924753,0.092838,0.0725886,0.0634113,0.0433655,0.0763145,0.051441,0.0628565,0.0719775,0.0661733,0.0790842,0.103057,0.0661427,0.0734028,0.0788718,0.0465284,0.0463662,0.0550868,0.0777071,0.0472588,0.0568759,0.0744691,0.0641532,0.0680288,0.0697144,0.0789948,0.0875119,0.0957754,0.076749,0.116337,0.0644538,0.0838244,0.0670735,0.072335,0.0693167,0.0666111,0.0783609,0.0660949,0.0506774,0.0742607,0.0533121,0.0475988,0.0597754,0.0598135,0.0548325,0.0904995,0.0692791,0.0475778,0.0556166,0.0949867,0.0636765,0.0577479,0.0718329,0.0582142,0.0698126,0.0802295,0.0659392,0.0790424,0.0607325,0.067599,0.0736429,0.0855919,0.103425,0.0714844,0.0692464,0.0723717,0.060908,0.0738802,0.0815719,0.0774572,0.0750471,0.0790198,0.0622169,0.0849607,0.078703,0.0790626,0.149738,0.0948964,0.0957448,0.0925409,0.0909797,0.143575,0.0759047,0.105096,0.106623,0.0995445,0.097275,0.10295,0.0743513,0.0859105,0.0962455,0.109328,0.0612886,0.0858538,0.0661374,0.0709686,0.0594059,0.0594436,0.0622709,0.0668182,0.0671731,0.0700792,0.06692,0.0989513,0.0619941,0.0781233,0.0607899,0.0833616,0.10439,0.0615366
0.0707514,0.0859321,0.0866918,0.0658163,0.06411,0.0705592,0.0724183,0.0668704,0.0787905,0.0765798,0.0618653,0.106174,0.0755563,0.102305,0.0490924,0.0728316,0.0791885,0.122975,0.0879448,0.0722382,0.0868351,0.0788697,0.0749818,0.069777,0.0913982,0.0767162,0.0921397,0.0753627,0.082525,0.0717734,0.0766894,0.0699885,0.0951968,0.0853788,0.0835803,0.0837338,0.0718864,0.0573319,0.0435008,0.072921,0.0537945,0.0544498,0.0668189,0.0690719,0.0728993,0.0918555,0.0684846,0.059334,0.0803548,0.0418188,0.0468313,0.0453089,0.0757888,0.0457229,0.0620352,0.0734693,0.0640804,0.0667429,0.0642483,0.0771512,0.0838257,0.0887854,0.0743577,0.110488,0.0595012,0.0779926,0.0695628,0.0622318,0.0735366,0.0568165,0.0660893,0.0761487,0.0370202,0.0609071,0.0399712,0.0338116,0.0440608,0.0491117,0.04152,0.073481,0.0556793,0.0326701,0.0540084,0.0881229,0.056792,0.0481286,0.0542355,0.0412218,0.0549129,0.061321,0.0636152,0.081656,0.0625785,0.0757916,0.0803503,0.0923902,0.0987357,0.069309,0.0617064,0.0746577,0.0646625,0.0828762,0.082336,0.0781635,0.07067,0.0842209,0.0632553,0.0845988,0.0765697,0.0680673,0.136583,0.0983881,0.0873502,0.0800785,0.0802238,0.130833,0.073441,0.100231,0.102023,0.0969081,0.0933265,0.105827,0.0708195,0.0775961,0.100501,0.0962831,0.0605699,0.0861293,0.0629175,0.065389,0.0636,0.0739373,0.0595158,0.0699574,0.060447,0.0693849,0.0672544,0.085808,0.0594258,0.0722659,0.0571788,0.079096,0.0986137,0.0598802
0.0598033,0.0735241,0.0765307,0.0535076,0.0538664,0.0678908,0.0631017,0.0654244,0.0676546,0.0652061,0.0501207,0.0984615,0.05917,0.0928076,0.0495364,0.0558211,0.070748,0.111642,0.0875769,0.0692099,0.0766516,0.0685188,0.0722558,0.0654265,0.0878796,0.0794395,0.084168,0.0739731,0.0799178,0.0775408,0.0811232,0.0705711,0.0935291,0.0755848,0.0876803,0.0826313,0.0583903,0.064507,0.0460134,0.0698989,0.0474419,0.0524795,0.065793,0.0608321,0.0712811,0.0928982,0.0641393,0.0639665,0.0820037,0.0446024,0.0504457,0.0605116,0.073299,0.0441815,0.0634893,0.0708969,0.0595474,0.0665769,0.0611205,0.080391,0.0768099,0.0915824,0.0670367,0.098104,0.0635705,0.0731245,0.0716333,0.0611221,0.0751376,0.058938,0.067017,0.0626054,0.025903,0.0465335,0.0352017,0.0348379,0.036846,0.0483972,0.0316023,0.0729488,0.0468711,0.02962,0.0436758,0.0712552,0.0434908,0.0458341,0.0465288,0.0422025,0.0455807,0.0684703,0.0515926,0.0663956,0.0599562,0.0610567,0.0681787,0.0892546,0.099447,0.0652766,0.0685829,0.0629213,0.0569176,0.0702055,0.0717688,0.0664214,0.0651042,0.0720849,0.0577269,0.0794009,0.0712363,0.0655706,0.129303,0.0879134,0.0778057,0.0797384,0.079276,0.125224,0.0563,0.112399,0.095846,0.0882214,0.100628,0.0942533,0.0674302,0.0709254,0.090899,0.094651,0.0469882,0.0720971,0.055501,0.0599305,0.0410918,0.0567424,0.0512098,0.0558069,0.0586745,0.0606578,0.0594797,0.0740597,0.0486037,0.0594347,0.0504413,0.0668123,0.0897555,0.0529132
0.0597232,0.0817068,0.0888545,0.0510675,0.0571043,0.0699248,0.0673025,0.0629914,0.0711681,0.0691673,0.0474262,0.0957753,0.0713454,0.0923862,0.0554754,0.06886,0.0704996,0.119901,0.079817,0.0562757,0.061882,0.0460188,0.0550624,0.0540812,0.0790434,0.0542555,0.0721729,0.0583636,0.0579926,0.0511925,0.0649555,0.0505962,0.081144,0.0640598,0.0689822,0.063078,0.0549436,0.0550061,0.0385484,0.0636717,0.0398009,0.0442043,0.057235,0.0533298,0.0614495,0.0905247,0.0583972,0.0527094,0.0735733,0.0236096,0.0403734,0.0355974,0.0735951,0.0392136,0.0519956,0.0580327,0.0677379,0.06404,0.0590376,0.0753772,0.0731195,0.0776662,0.0661577,0.106858,0.0529815,0.0634336,0.0617393,0.0582497,0.059357,0.0582612,0.0598816,0.0602392,0.0292882,0.051729,0.0333927,0.0332296,0.0452404,0.0470556,0.0379349,0.0696447,0.0475933,0.0341559,0.0395993,0.0696091,0.0465829,0.0417286,0.0450094,0.0435769,0.0489485,0.0689058,0.0575609,0.0701093,0.0565799,0.0752736,0.0712746,0.0936981,0.0881495,0.0680833,0.0646068,0.0698064,0.0680925,0.0731535,0.0754263,0.0709585,0.0614839,0.0768664,0.0442075,0.0815342,0.0684856,0.0656645,0.13796,0.0812514,0.0867519,0.0739745,0.0743498,0.128514,0.0599013,0.101632,0.0965874,0.0867662,0.0866016,0.0966565,0.064296,0.062529,0.0891943,0.0882314,0.0490387,0.0833234,0.0634012,0.0620842,0.0433941,0.0581147,0.0520219,0.0608169,0.0594786,0.0616754,0.0635111,0.0884932,0.0516326,0.0651023,0.0540296,0.0715791,0.0925365,0.0568952
0.0591117,0.0739594,0.086596,0.0573106,0.054197,0.0672006,0.0557947,0.0575586,0.0748894,0.0662724,0.0447092,0.1048,0.0637284,0.100379,0.0471436,0.0658584,0.0814939,0.110628,0.0831208,0.0549907,0.0668914,0.0611286,0.0481427,0.057182,0.0788149,0.0700398,0.0725849,0.0650429,0.0668352,0.0609633,0.0624295,0.0554962,0.0736761,0.079091,0.0690599,0.0657927,0.057035,0.0537997,0.0443586,0.0741966,0.0460918,0.0525714,0.0741313,0.0633337,0.0672106,0.086714,0.0662499,0.0613665,0.077641,0.0499385,0.0449184,0.0493125,0.0807398,0.0420766,0.0437166,0.048601,0.049493,0.0548854,0.0334818,0.0559013,0.0598573,0.0719135,0.0580297,0.0900942,0.0442982,0.0553915,0.0519759,0.0433044,0.0485243,0.0402723,0.048217,0.0414246,0.0352584,0.0432464,0.030388,0.0232557,0.03339,0.039335,0.0286017,0.0675575,0.0459041,0.0301808,0.0316466,0.0638449,0.0366122,0.036873,0.0481066,0.0368218,0.0441935,0.0465063,0.0550711,0.0579341,0.0513228,0.0533595,0.073735,0.0828049,0.0929166,0.0558971,0.0556464,0.0612042,0.0526742,0.0657773,0.0716346,0.0683506,0.0515913,0.0650258,0.0480951,0.0736849,0.0755752,0.0569399,0.128137,0.0774239,0.0732334,0.0687483,0.0703576,0.121488,0.0566946,0.0971356,0.0970225,0.0776916,0.0868188,0.086955,0.0559905,0.0615233,0.0824929,0.0824231,0.0480868,0.0674961,0.0595725,0.0554831,0.0398177,0.0538481,0.05135,0.0534818,0.0444301,0.0621418,0.0510175,0.0828319,0.0504144,0.0585207,0.0505233,0.064607,0.0956996,0.0499239
0.0571885,0.0696914,0.0724634,0.0426872,0.0617504,0.0579785,0.0525714,0.0588983,0.0688007,0.0644509,0.0512982,0.0940163,0.0698813,0.0925323,0.0520061,0.0675501,0.0549223,0.117101,0.0652338,0.0541778,0.0674484,0.0492806,0.0490408,0.0452883,0.0602651,0.053652,0.0623085,0.0644493,0.058755,0.0413901,0.0494063,0.0535765,0.0623333,0.0558111,0.0631278,0.0579517,0.0664316,0.0594077,0.0303741,0.0656128,0.0537982,0.0460435,0.0684464,0.0557501,0.0667264,0.0891145,0.0641742,0.0573229,0.0698806,0.0454857,0.0430785,0.0521959,0.0620733,0.0469223,0.0411664,0.0493373,0.0409213,0.0508095,0.04339,0.0564159,0.0482928,0.0706686,0.0536233,0.0763301,0.0399277,0.0567497,0.039666,0.0422887,0.0427811,0.032445,0.0391429,0.0521901,0.0288123,0.0353731,0.0281136,0.0359608,0.0277339,0.040951,0.0257715,0.0673819,0.0430399,0.0306588,0.0288631,0.0562766,0.0386544,0.0250594,0.039112,0.0233841,0.0303093,0.0456103,0.0515794,0.0625995,0.0561069,0.060438,0.0682213,0.0798857,0.0923955,0.0540186,0.0540912,0.0615684,0.051218,0.0626199,0.0703349,0.0481483,0.0611289,0.0653248,0.0443223,0.0838293,0.0466671,0.0381082,0.113492,0.0620562,0.0604769,0.0604229,0.049205,0.103351,0.0422746,0.0883462,0.0763727,0.0597,0.0690361,0.0653816,0.0468986,0.0550505,0.069347,0.0695486,0.0435128,0.0677399,0.0563053,0.0574614,0.0446076,0.0599407,0.0460066,0.0475449,0.0475009,0.0615429,0.0460796,0.0794997,0.0441095,0.0552476,0.0448844,0.0578869,0.0911984,0.0371495
0.0593656,0.0743303,0.0758722,0.04645,0.0552746,0.0578106,0.0532104,0.0459081,0.0678754,0.0664909,0.0541294,0.0909036,0.0683721,0.0932092,0.0495794,0.0620343,0.050868,0.107243,0.0550175,0.0420639,0.0495487,0.0438309,0.0427503,0.0420627,0.0603044,0.0618445,0.0544947,0.054021,0.0566462,0.0475359,0.0456882,0.0468433,0.0711828,0.0569174,0.0607483,0.0506649,0.0650906,0.0568647,0.046681,0.0588244,0.0483324,0.0576347,0.0640408,0.0601825,0.0735427,0.0858259,0.0702027,0.05872,0.0747715,0.0351287,0.0559793,0.0451322,0.0805663,0.047081,0.0376765,0.0486877,0.0337461,0.0421748,0.0388492,0.0557859,0.0563985,0.0647687,0.0571008,0.0759818,0.0342919,0.0490504,0.0441856,0.0385342,0.0506757,0.0521252,0.0506929,0.0482837,0.0276114,0.0448021,0.0282144,0.0328992,0.0380494,0.0324346,0.0217888,0.0670852,0.0420237,0.0321066,0.030968,0.0615477,0.0380293,0.0385635,0.0358187,0.0316497,0.0409943,0.0549361,0.051298,0.0498322,0.040921,0.0648116,0.0591381,0.0745384,0.0752384,0.0507325,0.0588344,0.0545384,0.0533807,0.0629468,0.0540423,0.0567252,0.0599445,0.0693929,0.049614,0.0696856,0.0551927,0.0495032,0.117799,0.0737716,0.0700298,0.065262,0.0727051,0.124812,0.0532059,0.0927162,0.0846164,0.0765479,0.072356,0.0774384,0.0575403,0.0553709,0.0674084,0.0857869,0.0308168,0.0528352,0.0366573,0.0326499,0.0227548,0.0341314,0.0278023,0.0381376,0.0329401,0.0426903,0.0324343,0.0627269,0.0277611,0.0484508,0.0303857,0.0406002,0.0716122,0.0277131
0.0349416,0.0462509,0.0616793,0.0376521,0.0356835,0.0525313,0.0488301,0.0529719,0.0512369,0.0465096,0.0303666,0.0770316,0.0532387,0.0758973,0.0392837,0.0505402,0.0525578,0.0930437,0.066645,0.0440395,0.0617356,0.0442802,0.0288057,0.0555904,0.0637275,0.0595395,0.0643984,0.0576561,0.0463614,0.0453707,0.0649229,0.0431723,0.0632744,0.0582555,0.0613391,0.0644763,0.0643521,0.0463336,0.0437535,0.0744278,0.0430367,0.0545401,0.0635713,0.0585925,0.0674897,0.0814,0.0625623,0.0518452,0.0854,0.0350873,0.0393881,0.0450576,0.0757239,0.036212,0.0447962,0.0514266,0.0418121,0.0418952,0.0422981,0.0612963,0.0570547,0.0629632,0.0560136,0.0814043,0.0274852,0.0502399,0.0535783,0.042818,0.0495975,0.0524275,0.0439437,0.0405951,0.0379338,0.0465447,0.0325091,0.0348828,0.0361408,0.0354636,0.0367543,0.0736518,0.0453148,0.0286597,0.0299551,0.0658281,0.0258444,0.0279109,0.0435032,0.0258675,0.0381703,0.0535424,0.0497546,0.0551548,0.0374483,0.0618015,0.0613066,0.0761652,0.0828942,0.0517657,0.046254,0.0456742,0.0417117,0.0562436,0.0666584,0.063711,0.0458916,0.0491234,0.0366674,0.0676413,0.0626158,0.0372096,0.109251,0.056311,0.0590394,0.0680569,0.049394,0.110863,0.0592012,0.0881757,0.0768698,0.060789,0.0698782,0.071722,0.0462713,0.0499621,0.0726026,0.0705599,0.0431038,0.0615547,0.0527317,0.0467761,0.0398182,0.0498877,0.039545,0.0389374,0.0388737,0.0512792,0.0473526,0.0639454,0.0319742,0.0444139,0.0399124,0.0502116,0.0805904,0.0360981
0.0539548,0.0654392,0.0610252,0.0417345,0.0499998,0.0496452,0.0625044,0.0457078,0.0621297,0.0493185,0.0506595,0.0815627,0.0670425,0.0921336,0.0584321,0.0467942,0.0573228,0.100878,0.0571767,0.0397012,0.0491404,0.0380343,0.0441475,0.0345267,0.06577,0.0529754,0.0553473,0.0457704,0.0408463,0.042664,0.0458393,0.0364398,0.0631888,0.0551519,0.0530923,0.060656,0.0448285,0.0384274,0.025638,0.0596011,0.0284288,0.0316345,0.0528377,0.042775,0.0526898,0.0638145,0.0481859,0.041299,0.0601183,0.0344883,0.0363679,0.0391943,0.0570399,0.0270935,0.024608,0.036722,0.0450818,0.0453907,0.0401818,0.0553368,0.0450704,0.0517909,0.0462471,0.0753466,0.0314322,0.0530309,0.0519139,0.0269726,0.0544561,0.0298605,0.0358706,0.0349274,0.0307549,0.0346741,0.0223323,0.0339425,0.0411502,0.03568,0.0217366,0.0656696,0.042127,0.0215259,0.046829,0.0599404,0.0401408,0.0419852,0.0466679,0.0264388,0.0364638,0.0564369,0.0637693,0.063683,0.0585588,0.0698753,0.078543,0.0796845,0.0812846,0.0702901,0.0602914,0.0596486,0.068261,0.0719423,0.0631974,0.0716776,0.0498132,0.0686605,0.0665727,0.0730556,0.049728,0.0494421,0.124797,0.0587617,0.0622427,0.0618486,0.0565755,0.109853,0.0501604,0.0951405,0.0912942,0.0683603,0.0705941,0.0790034,0.053328,0.0545829,0.0829848,0.0713341,0.0455316,0.0653469,0.0537502,0.0448327,0.0476859,0.0534303,0.0457482,0.046528,0.0497312,0.0651092,0.0585346,0.0818292,0.0500235,0.0638862,0.0484641,0.055352,0.0936923,0.0552802
