V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9]
0.0847038,0.0761925,0.0911834,0.0741115,0.0984918,0.0875028,0.0646532,0.0694449,0.0537476,0.070178,0.0998273,0.0851393,0.0936906,0.0765959,0.0929741,0.0811263,0.0696562,0.0872134,0.0837969,0.0732209,0.0722005,0.0731889,0.0667411,0.0644577
0.0656196,0.0640244,0.0829946,0.0627113,0.0847345,0.084844,0.0637627,0.0894249,0.0782819,0.0814797,0.077512,0.0935873,0.0913249,0.0732346,0.099908,0.0636634,0.0726875,0.0752951,0.0723557,0.069293,0.0691362,0.0836915,0.0904009,0.0647154
0.0869503,0.087464,0.0909585,0.0740535,0.0940991,0.0880823,0.0807087,0.0870046,0.0777823,0.0746794,0.0935419,0.0989458,0.0820661,0.0733815,0.090144,0.0657054,0.0659352,0.0751049,0.0822531,0.0913257,0.0816576,0.0901336,0.0866369,0.0851392
0.0924715,0.0873904,0.0965129,0.0768973,0.101171,0.0894673,0.085329,0.070524,0.0822823,0.0955543,0.0923802,0.0984689,0.0995699,0.0848833,0.0829671,0.0776663,0.0768091,0.0938214,0.0778394,0.084155,0.0886912,0.0866997,0.0805768,0.0691905
0.091185,0.0987566,0.0935534,0.105598,0.111285,0.101719,0.0962134,0.0887687,0.0805765,0.08748,0.100314,0.0998631,0.100036,0.0965072,0.101008,0.0828989,0.0955386,0.104767,0.0907942,0.0937147,0.0976762,0.0897558,0.0791812,0.0818696
0.0871456,0.086346,0.105683,0.0913211,0.109733,0.11072,0.09985,0.0893521,0.0867971,0.103273,0.100805,0.0946512,0.120626,0.0931896,0.102203,0.108358,0.0898002,0.117523,0.102523,0.106061,0.0980734,0.0950964,0.092233,0.0781412
0.108092,0.110631,0.110613,0.0861147,0.10685,0.111913,0.099567,0.101701,0.10441,0.102586,0.103684,0.113017,0.110703,0.103258,0.117298,0.0885386,0.0794698,0.107794,0.0889847,0.110572,0.117827,0.105231,0.0997233,0.0912107
0.088615,0.113423,0.1122,0.093518,0.0986413,0.105154,0.0908281,0.10261,0.10345,0.113095,0.110393,0.108401,0.115686,0.110104,0.118262,0.0922014,0.0875255,0.123768,0.0996366,0.113937,0.112296,0.123365,0.108126,0.0982673
0.1107,0.118678,0.129743,0.104129,0.114526,0.109623,0.10309,0.092417,0.107497,0.118443,0.11182,0.12176,0.119145,0.0960278,0.116791,0.0932718,0.110204,0.123008,0.108661,0.117711,0.114502,0.122402,0.0955681,0.10777
0.102165,0.120883,0.11627,0.123516,0.148691,0.123845,0.114961,0.100046,0.0998562,0.115605,0.122393,0.123595,0.129408,0.117122,0.126471,0.108987,0.115669,0.135535,0.130989,0.119932,0.121769,0.126695,0.117918,0.0966537
0.113559,0.104631,0.151742,0.121268,0.139968,0.13913,0.122391,0.100337,0.113277,0.136289,0.137041,0.113985,0.125125,0.126791,0.127339,0.0990279,0.110947,0.118187,0.122925,0.148304,0.122579,0.11059,0.11364,0.0999094
0.12594,0.122089,0.122116,0.122771,0.140346,0.133786,0.12046,0.105325,0.105752,0.141103,0.122776,0.137662,0.123101,0.128882,0.121949,0.114822,0.107204,0.136947,0.112733,0.148205,0.128873,0.116406,0.134088,0.104714
0.122661,0.0993425,0.13161,0.13309,0.127573,0.139577,0.119027,0.117677,0.122119,0.117188,0.129894,0.138616,0.140207,0.142458,0.133681,0.0897295,0.100308,0.128761,0.125988,0.1213,0.126081,0.137312,0.11949,0.111706
0.118837,0.117986,0.124661,0.109955,0.143847,0.13322,0.11627,0.127039,0.123015,0.128547,0.132727,0.138345,0.103355,0.121859,0.140934,0.100344,0.111631,0.133751,0.140135,0.129828,0.115011,0.112695,0.11271,0.102094
0.10175,0.140398,0.144362,0.115552,0.140752,0.135952,0.126819,0.110094,0.134191,0.146653,0.128905,0.155531,0.127413,0.146878,0.130723,0.105245,0.118745,0.139176,0.125885,0.134806,0.113843,0.146289,0.123273,0.107169
0.12214,0.133501,0.134892,0.14332,0.148453,0.138996,0.122738,0.119004,0.117259,0.136441,0.121686,0.147976,0.130875,0.133927,0.147969,0.105896,0.119586,0.141314,0.13166,0.142097,0.126857,0.126044,0.11877,0.104129
0.130546,0.118165,0.146036,0.126278,0.15826,0.133028,0.128063,0.122382,0.131052,0.146355,0.132325,0.123927,0.135147,0.126559,0.131619,0.112229,0.106527,0.116572,0.129979,0.134955,0.121572,0.124841,0.114618,0.0939453
0.111646,0.136313,0.156649,0.11847,0.151059,0.142817,0.132724,0.12023,0.121482,0.141368,0.119036,0.148789,0.142052,0.125474,0.129059,0.101593,0.104604,0.121846,0.125303,0.133728,0.112398,0.126183,0.111792,0.105075
0.133625,0.120968,0.134077,0.128145,0.140228,0.137989,0.131373,0.104581,0.12763,0.142839,0.131917,0.14794,0.130072,0.131507,0.145824,0.109861,0.105323,0.117473,0.124325,0.118528,0.120592,0.115181,0.121873,0.0987428
0.118854,0.125504,0.138363,0.123368,0.13567,0.142081,0.122796,0.115064,0.121921,0.141316,0.129207,0.144239,0.117252,0.119667,0.150093,0.0963372,0.10661,0.123354,0.119893,0.122755,0.112208,0.116571,0.117276,0.10638
0.125712,0.121074,0.137372,0.122964,0.15099,0.139235,0.119795,0.113212,0.115148,0.136002,0.125476,0.155611,0.119793,0.141739,0.122445,0.10235,0.112601,0.12426,0.115111,0.131312,0.12441,0.117349,0.113238,0.104768
0.130382,0.128367,0.140261,0.125335,0.141793,0.147393,0.130156,0.127467,0.121694,0.141292,0.121741,0.14797,0.142197,0.138923,0.13556,0.1063,0.102575,0.118267,0.115118,0.126477,0.118362,0.123875,0.117101,0.102096
0.118342,0.129355,0.14336,0.116716,0.149024,0.141165,0.122396,0.119485,0.115929,0.130284,0.1282,0.145608,0.12459,0.141465,0.125117,0.113603,0.123151,0.120307,0.120818,0.123399,0.116134,0.119951,0.121544,0.0964643
0.144588,0.140815,0.137827,0.117074,0.14039,0.135037,0.118849,0.106459,0.118692,0.134672,0.13471,0.145645,0.138328,0.141011,0.144692,0.113267,0.119308,0.123962,0.130613,0.121417,0.108085,0.124539,0.112017,0.115081
0.122,0.125219,0.146952,0.125037,0.131528,0.145376,0.126358,0.121204,0.123621,0.134263,0.142926,0.152081,0.125038,0.129438,0.143746,0.115341,0.112332,0.130223,0.136097,0.12441,0.120837,0.112367,0.119427,0.0912566
0.123814,0.122788,0.135271,0.132579,0.131988,0.132078,0.122672,0.123962,0.110963,0.130142,0.126021,0.149736,0.147932,0.126573,0.146614,0.115745,0.108677,0.124535,0.12567,0.125102,0.124437,0.131162,0.116636,0.100688
0.12562,0.121149,0.141177,0.131583,0.142367,0.135472,0.122999,0.117611,0.12748,0.147945,0.126562,0.148837,0.136937,0.134514,0.155594,0.124073,0.117049,0.131222,0.114041,0.136467,0.125087,0.128157,0.117014,0.109171
0.122359,0.13468,0.153652,0.131882,0.143199,0.14503,0.129622,0.124009,0.122428,0.144822,0.137033,0.158359,0.122067,0.147749,0.142893,0.120604,0.10979,0.123109,0.13496,0.129146,0.11619,0.126823,0.131718,0.123291
0.13569,0.136832,0.150662,0.13819,0.15862,0.144992,0.120269,0.114595,0.135866,0.140576,0.134458,0.136188,0.137422,0.130605,0.140176,0.120931,0.11586,0.131304,0.128401,0.126402,0.12599,0.141705,0.123611,0.120374
0.144144,0.133113,0.152615,0.144432,0.149785,0.147451,0.131926,0.110945,0.138789,0.141264,0.142926,0.145098,0.12874,0.147591,0.142708,0.120717,0.112611,0.145037,0.136651,0.139005,0.13083,0.13354,0.119423,0.0963799
0.13286,0.140237,0.144034,0.140426,0.153304,0.145669,0.137143,0.130458,0.133319,0.137991,0.143262,0.144691,0.143683,0.139746,0.145609,0.113985,0.130852,0.133034,0.125876,0.13816,0.13621,0.131576,0.122654,0.10595
0.150078,0.133361,0.154074,0.124696,0.144359,0.150832,0.130969,0.131287,0.123838,0.157434,0.136401,0.15029,0.146555,0.140805,0.152857,0.13524,0.129185,0.136678,0.128865,0.143748,0.124486,0.131013,0.135752,0.129807
0.137455,0.135319,0.158244,0.134026,0.151419,0.14192,0.129112,0.131709,0.121679,0.152957,0.146229,0.167329,0.151618,0.158325,0.136834,0.138564,0.116083,0.144136,0.143823,0.148024,0.12794,0.144423,0.129934,0.134475
0.14879,0.146219,0.169878,0.152956,0.166099,0.155822,0.147435,0.136733,0.139508,0.154617,0.158038,0.157879,0.146996,0.15592,0.154234,0.128979,0.132771,0.147027,0.148514,0.14961,0.14444,0.142639,0.141236,0.133583
0.144109,0.138544,0.161146,0.146391,0.161245,0.168922,0.15136,0.142797,0.142449,0.153543,0.161111,0.165584,0.15496,0.154259,0.146525,0.131964,0.143201,0.143475,0.149823,0.150141,0.152785,0.152046,0.144005,0.139255
0.158641,0.157266,0.183247,0.151727,0.174755,0.165215,0.164996,0.136317,0.147837,0.155667,0.172704,0.161235,0.154409,0.149997,0.158566,0.131538,0.156677,0.171287,0.16186,0.183926,0.157175,0.171574,0.147948,0.142259
0.165088,0.164422,0.182402,0.160535,0.166852,0.172514,0.170572,0.158266,0.148174,0.175604,0.15815,0.177871,0.166491,0.172884,0.173105,0.14115,0.176926,0.202131,0.196462,0.199619,0.183992,0.185707,0.195201,0.18251
0.181029,0.176552,0.179639,0.178141,0.196815,0.181299,0.164909,0.180792,0.164772,0.180881,0.188259,0.186394,0.197378,0.19136,0.198696,0.165286,0.197957,0.233455,0.230206,0.215275,0.237822,0.238573,0.227936,0.22355
0.199805,0.201895,0.20326,0.188321,0.225779,0.208093,0.190389,0.181788,0.182654,0.195132,0.211707,0.221095,0.213921,0.201461,0.199843,0.186539,0.252071,0.284304,0.293178,0.274811,0.272119,0.281527,0.275832,0.254484
0.235066,0.221313,0.242342,0.216936,0.238621,0.248929,0.221264,0.217949,0.219697,0.24072,0.230565,0.226288,0.227188,0.235548,0.217471,0.227237,0.322858,0.362901,0.358284,0.37052,0.38108,0.359799,0.356869,0.324417
0.260598,0.255761,0.270566,0.2557,0.273525,0.284333,0.257499,0.24203,0.25099,0.279468,0.259586,0.284544,0.25663,0.271034,0.25974,0.236913,0.453238,0.479058,0.502396,0.514861,0.497613,0.482849,0.489486,0.493139
0.325059,0.318505,0.316202,0.303059,0.323261,0.330302,0.295881,0.279308,0.301494,0.314264,0.317419,0.320965,0.315511,0.316593,0.295254,0.289327,0.635182,0.701502,0.700907,0.700645,0.710273,0.702919,0.687733,0.696519
0.420309,0.401184,0.399956,0.382795,0.411931,0.403058,0.358995,0.356938,0.378899,0.39633,0.373791,0.393724,0.379873,0.409496,0.382836,0.35149,0.853204,0.936111,0.907222,0.876458,0.885452,0.897768,0.85482,0.902953
0.513293,0.478465,0.488896,0.460959,0.47177,0.483429,0.453235,0.429739,0.486821,0.50069,0.460157,0.466201,0.457733,0.512358,0.465969,0.445297,0.931558,0.988262,0.95787,0.911731,0.929234,0.927111,0.878537,0.941172
0.582358,0.536831,0.550953,0.529624,0.54737,0.551446,0.512627,0.492034,0.57663,0.58484,0.548478,0.539026,0.526105,0.570452,0.540205,0.526696,0.804233,0.882313,0.847339,0.82036,0.804958,0.818599,0.784883,0.832476
0.605367,0.556909,0.554028,0.542745,0.549471,0.562654,0.509381,0.506904,0.585443,0.595979,0.564743,0.553979,0.567536,0.578124,0.553621,0.581788,0.649397,0.700405,0.670543,0.655332,0.654299,0.658498,0.638748,0.67679
0.568515,0.520434,0.528824,0.52283,0.510577,0.528667,0.469172,0.470901,0.545796,0.543349,0.551213,0.521654,0.537733,0.534846,0.511313,0.544,0.515471,0.55779,0.554629,0.531778,0.538912,0.5301,0.510478,0.53749
0.483466,0.447953,0.453087,0.461357,0.453404,0.478452,0.425998,0.427768,0.470175,0.486033,0.480362,0.466921,0.465178,0.474084,0.450458,0.478203,0.386569,0.432445,0.406308,0.401487,0.391031,0.394364,0.39366,0.385188
0.408624,0.400597,0.391783,0.4061,0.395225,0.410496,0.372866,0.352955,0.401332,0.422927,0.413933,0.399935,0.422284,0.408336,0.395532,0.41233,0.28745,0.320855,0.295279,0.318716,0.297553,0.303916,0.293999,0.276049
0.34886,0.329457,0.333648,0.321752,0.341657,0.340885,0.30207,0.311682,0.339391,0.353464,0.342909,0.350608,0.3509,0.35628,0.347262,0.342783,0.232548,0.255584,0.244517,0.260377,0.238808,0.237787,0.215643,0.21143
0.287293,0.27084,0.291061,0.275815,0.30753,0.298343,0.26061,0.264045,0.285889,0.304461,0.293115,0.298267,0.284227,0.287804,0.284341,0.261508,0.201272,0.220953,0.227512,0.220691,0.207047,0.224515,0.204792,0.191078
0.237095,0.237244,0.266196,0.232785,0.252952,0.262919,0.237019,0.216775,0.246322,0.262456,0.255405,0.259356,0.244212,0.254616,0.239808,0.222162,0.190455,0.205489,0.189315,0.202058,0.190669,0.201599,0.181335,0.183113
0.222534,0.218599,0.225565,0.215262,0.222382,0.236782,0.211139,0.190977,0.211722,0.236261,0.219835,0.251774,0.222728,0.227911,0.231826,0.192693,0.167819,0.186632,0.186638,0.20158,0.182936,0.18862,0.174218,0.148982
0.217317,0.20343,0.218114,0.205445,0.22007,0.2021,0.182351,0.185176,0.197819,0.218692,0.212985,0.225791,0.215115,0.214877,0.226182,0.185555,0.169108,0.189,0.181562,0.182191,0.177122,0.184852,0.170634,0.15024
0.203498,0.185697,0.223176,0.185331,0.22342,0.221817,0.178051,0.184925,0.194727,0.213598,0.208178,0.22089,0.194315,0.198843,0.202747,0.178071,0.160798,0.184945,0.174785,0.188824,0.178387,0.184982,0.15974,0.136918
0.199835,0.195575,0.220188,0.189087,0.210946,0.208043,0.183927,0.185277,0.19742,0.202229,0.198299,0.224058,0.193012,0.188789,0.213575,0.158187,0.157488,0.1686,0.174479,0.170148,0.164093,0.166687,0.158368,0.152042
0.20564,0.187972,0.204115,0.180381,0.211123,0.207826,0.183268,0.173971,0.189418,0.205857,0.201446,0.205313,0.192145,0.194901,0.21536,0.172224,0.161862,0.175929,0.166094,0.183155,0.15798,0.171035,0.162978,0.147008
0.202915,0.184335,0.209822,0.184975,0.208529,0.207203,0.190659,0.176987,0.186667,0.205599,0.201566,0.214143,0.194198,0.192577,0.213291,0.166922,0.144641,0.18243,0.160347,0.17443,0.164607,0.166044,0.157886,0.135576
0.185494,0.187555,0.199215,0.188782,0.218878,0.206351,0.185412,0.170445,0.179322,0.208928,0.200983,0.215668,0.20357,0.207124,0.210164,0.167056,0.146188,0.168261,0.164088,0.180821,0.159484,0.177643,0.152981,0.140357
0.190072,0.172659,0.203085,0.183446,0.206585,0.196556,0.18969,0.157762,0.180738,0.199241,0.184497,0.212406,0.195101,0.201247,0.207987,0.169128,0.149457,0.179772,0.16411,0.168518,0.161857,0.164576,0.146503,0.136918
0.18495,0.163985,0.193771,0.179774,0.199597,0.199603,0.181001,0.180752,0.16719,0.193665,0.199294,0.210168,0.188347,0.186365,0.193821,0.15852,0.146285,0.164376,0.166179,0.157573,0.159908,0.162384,0.152455,0.139498
0.192437,0.164758,0.19529,0.175426,0.197317,0.202219,0.178357,0.169728,0.179179,0.197259,0.19787,0.213567,0.186679,0.191241,0.195438,0.163871,0.144777,0.169986,0.160002,0.161324,0.163179,0.16843,0.165027,0.145843
0.191281,0.1706,0.202915,0.186669,0.196954,0.200027,0.18251,0.165564,0.170783,0.199417,0.197779,0.21093,0.187442,0.184833,0.204594,0.160158,0.145868,0.162728,0.170711,0.172725,0.151604,0.156513,0.153859,0.120149
0.189852,0.179168,0.20009,0.179707,0.205017,0.190812,0.173266,0.167499,0.183902,0.19683,0.189876,0.206696,0.188385,0.189506,0.203074,0.166072,0.143883,0.169983,0.166914,0.173959,0.164576,0.15899,0.154526,0.127818
0.179944,0.188835,0.203566,0.170785,0.221986,0.187872,0.189703,0.167336,0.1794,0.189526,0.191279,0.21448,0.18645,0.209299,0.197088,0.158532,0.152564,0.169417,0.165892,0.16849,0.149444,0.163921,0.151959,0.137107
0.176737,0.189581,0.20016,0.178391,0.210998,0.203277,0.181684,0.164349,0.178054,0.192855,0.184924,0.208552,0.191372,0.197802,0.194603,0.160254,0.154928,0.164218,0.156617,0.162789,0.152549,0.161641,0.144515,0.141804
0.186171,0.169419,0.202675,0.184489,0.195089,0.196397,0.173728,0.164618,0.177827,0.186854,0.204084,0.214999,0.192634,0.19533,0.205151,0.171199,0.149175,0.157517,0.146989,0.164099,0.156221,0.153419,0.149987,0.140536
0.184772,0.184316,0.185935,0.183691,0.212635,0.201054,0.190654,0.16625,0.192329,0.195111,0.187609,0.214386,0.176191,0.196921,0.195924,0.166494,0.146159,0.169217,0.160562,0.162381,0.154061,0.145737,0.145322,0.131491
0.183747,0.180636,0.200529,0.170634,0.21536,0.196787,0.165439,0.164788,0.178542,0.196784,0.189589,0.209731,0.174049,0.180208,0.194783,0.162739,0.141714,0.164038,0.164127,0.165045,0.159429,0.156103,0.148095,0.12794
0.183021,0.182158,0.19108,0.170514,0.20316,0.205956,0.172582,0.16875,0.176602,0.193197,0.189164,0.208414,0.198438,0.185701,0.203701,0.163456,0.145094,0.158169,0.154732,0.161563,0.145762,0.150551,0.146144,0.136087
0.179856,0.177431,0.192774,0.19301,0.196423,0.204613,0.184055,0.168057,0.17181,0.190469,0.196789,0.212231,0.187538,0.174892,0.203137,0.174277,0.129376,0.15684,0.15413,0.145732,0.140569,0.152039,0.157242,0.133824
0.17665,0.177847,0.183343,0.178119,0.208599,0.2007,0.167988,0.169276,0.152673,0.182487,0.190748,0.197578,0.188847,0.172252,0.195603,0.169315,0.137152,0.16059,0.150387,0.145131,0.132149,0.156288,0.131459,0.126592
0.171031,0.15925,0.171267,0.160297,0.20374,0.181087,0.158626,0.162867,0.161112,0.172709,0.178828,0.188823,0.177438,0.176813,0.182154,0.152165,0.134343,0.161978,0.138319,0.146647,0.141804,0.146523,0.13507,0.121867
0.16237,0.168322,0.176379,0.164676,0.19653,0.183766,0.164031,0.164294,0.163964,0.171038,0.185342,0.195859,0.169819,0.163718,0.189077,0.157673,0.125192,0.155681,0.149004,0.156491,0.14113,0.158334,0.13089,0.107136
0.158819,0.171729,0.181318,0.157349,0.176645,0.167613,0.155232,0.15263,0.139172,0.167678,0.16946,0.181582,0.165946,0.17315,0.176946,0.166167,0.137472,0.142791,0.148817,0.145772,0.155409,0.150762,0.152183,0.126779
0.150144,0.154991,0.185429,0.14582,0.160715,0.160252,0.154078,0.157301,0.138149,0.168686,0.164676,0.173266,0.164131,0.169718,0.178678,0.140879,0.127729,0.148841,0.137906,0.131741,0.128966,0.140653,0.130952,0.122643
0.155725,0.169585,0.1636,0.15445,0.190396,0.169503,0.142352,0.158541,0.156162,0.169305,0.163115,0.183583,0.178918,0.177966,0.184664,0.148322,0.130042,0.149772,0.141648,0.144719,0.140628,0.151066,0.139772,0.119009
0.163709,0.143714,0.174097,0.151721,0.182388,0.165574,0.134704,0.150949,0.132622,0.156735,0.157759,0.169645,0.164844,0.167063,0.152117,0.142933,0.142835,0.15116,0.144582,0.148945,0.151147,0.149771,0.130701,0.125165
0.152553,0.140393,0.161929,0.143188,0.168894,0.177241,0.153975,0.143331,0.145655,0.151005,0.175279,0.184307,0.160155,0.145967,0.17908,0.124205,0.136876,0.153201,0.151666,0.153667,0.153113,0.162861,0.128406,0.137101
0.150924,0.140046,0.152844,0.138677,0.158441,0.162844,0.140862,0.142174,0.135744,0.161366,0.157111,0.188977,0.151625,0.151911,0.157958,0.134932,0.128045,0.143609,0.138869,0.159655,0.124744,0.139513,0.144469,0.132011
0.144528,0.151645,0.165627,0.149581,0.156824,0.167802,0.151913,0.137975,0.132454,0.179378,0.167354,0.17993,0.161626,0.166321,0.174368,0.11985,0.133418,0.155941,0.142959,0.14467,0.138125,0.151732,0.138672,0.132681
0.153821,0.150492,0.162728,0.146641,0.170881,0.142533,0.163647,0.142926,0.147344,0.165474,0.161682,0.179829,0.160416,0.162852,0.1688,0.15708,0.13537,0.153048,0.144715,0.143298,0.146047,0.154324,0.129515,0.122148
0.151047,0.172846,0.161887,0.153846,0.163041,0.150126,0.157314,0.142978,0.149587,0.175741,0.147005,0.171598,0.163209,0.150613,0.16828,0.142252,0.135244,0.155392,0.157703,0.159235,0.149578,0.150068,0.127365,0.131268
0.1563,0.156926,0.17301,0.150584,0.176775,0.169167,0.159333,0.144387,0.148104,0.165141,0.151394,0.164491,0.158866,0.161417,0.154311,0.136265,0.13612,0.164639,0.145678,0.154552,0.13238,0.154111,0.144684,0.120535
0.154379,0.158708,0.175753,0.157205,0.197755,0.175195,0.148724,0.145106,0.183763,0.174012,0.168105,0.181163,0.171087,0.162407,0.1698,0.140938,0.133026,0.157541,0.151924,0.160487,0.139696,0.153075,0.145687,0.131076
0.166098,0.159648,0.177519,0.159696,0.171249,0.167885,0.161513,0.163124,0.159041,0.177077,0.172653,0.178621,0.165855,0.159364,0.176925,0.127566,0.1365,0.162265,0.156371,0.157585,0.156124,0.14925,0.156888,0.137315
0.166282,0.158081,0.195095,0.156681,0.188764,0.176672,0.165875,0.142915,0.161383,0.173871,0.177505,0.183529,0.154981,0.173424,0.183785,0.151444,0.130047,0.163011,0.159564,0.146466,0.146045,0.15855,0.140465,0.120314
0.169131,0.159132,0.176452,0.163235,0.187439,0.172776,0.156389,0.162211,0.147079,0.178422,0.176874,0.172644,0.166143,0.174148,0.182461,0.14946,0.149,0.164654,0.158159,0.158297,0.150637,0.160907,0.143193,0.129915
0.167125,0.171131,0.169842,0.171739,0.184537,0.177867,0.162041,0.149587,0.163249,0.176934,0.168574,0.185411,0.16831,0.177787,0.192163,0.15262,0.148994,0.169421,0.153324,0.164852,0.143564,0.150434,0.140835,0.12826
0.178658,0.178666,0.196055,0.169993,0.192622,0.176936,0.180904,0.163915,0.166705,0.178408,0.174717,0.183593,0.166325,0.171101,0.188635,0.167699,0.153326,0.163233,0.16367,0.180827,0.148626,0.149063,0.146443,0.1332
0.166935,0.172903,0.193332,0.167943,0.191417,0.192872,0.161641,0.153119,0.162052,0.186941,0.194343,0.190521,0.173223,0.18036,0.189767,0.160373,0.148376,0.167442,0.154909,0.170624,0.155394,0.150739,0.161282,0.137825
0.168696,0.174189,0.196208,0.1704,0.206677,0.184483,0.165773,0.158949,0.170267,0.198752,0.184494,0.197375,0.182988,0.180593,0.185921,0.147927,0.142325,0.161051,0.159763,0.168373,0.148141,0.166641,0.141196,0.134194
0.190436,0.173691,0.185249,0.169586,0.190572,0.190172,0.169529,0.155178,0.167881,0.185141,0.183043,0.204398,0.170746,0.171144,0.192211,0.158844,0.136176,0.175103,0.157507,0.177771,0.150325,0.154261,0.142333,0.133082
0.180802,0.17504,0.187451,0.179451,0.196573,0.187106,0.170236,0.163588,0.180029,0.189847,0.178858,0.2019,0.18802,0.181275,0.199179,0.163978,0.13517,0.168398,0.16456,0.165756,0.15441,0.160115,0.152147,0.139322
0.173459,0.167232,0.190565,0.172811,0.194802,0.181773,0.16929,0.163646,0.162043,0.189438,0.193332,0.207265,0.170957,0.18271,0.196318,0.163061,0.139215,0.164291,0.158524,0.1704,0.159628,0.15248,0.160719,0.136746
0.177544,0.17738,0.198787,0.171536,0.204183,0.197368,0.180064,0.175746,0.172671,0.182746,0.204832,0.197988,0.182807,0.182247,0.197543,0.162767,0.139566,0.171952,0.152718,0.165016,0.148393,0.16681,0.153798,0.136667
0.191669,0.182177,0.20632,0.184764,0.206261,0.202823,0.173732,0.152793,0.170418,0.196307,0.197113,0.208659,0.185555,0.185715,0.187787,0.161814,0.148496,0.176761,0.161521,0.168536,0.151257,0.158248,0.148535,0.136516
0.179957,0.17481,0.199724,0.170654,0.20951,0.197564,0.169863,0.173591,0.182909,0.196302,0.189482,0.213802,0.181046,0.195181,0.194304,0.157675,0.151356,0.185421,0.16749,0.172675,0.148959,0.164599,0.149633,0.141033
0.184966,0.189646,0.194869,0.176355,0.195936,0.198912,0.182981,0.164195,0.173121,0.206472,0.190422,0.218837,0.181798,0.178184,0.204916,0.163928,0.151667,0.162819,0.162601,0.171974,0.153452,0.164131,0.142846,0.132075
0.184925,0.188429,0.177712,0.17682,0.199792,0.193175,0.176692,0.160208,0.170669,0.190372,0.190685,0.214267,0.186279,0.193672,0.206504,0.165608,0.148613,0.171037,0.158554,0.166506,0.15663,0.166279,0.155375,0.141064
0.174297,0.185303,0.195037,0.177544,0.204738,0.196109,0.182966,0.180335,0.170839,0.187194,0.191277,0.201613,0.181258,0.186314,0.203295,0.162098,0.150883,0.162923,0.156096,0.164951,0.155537,0.172134,0.143544,0.134676
0.191493,0.188665,0.197336,0.182293,0.20809,0.198534,0.178373,0.168647,0.175214,0.192703,0.192461,0.214568,0.177634,0.181419,0.201854,0.170119,0.156496,0.17086,0.170848,0.16463,0.158775,0.164169,0.139736,0.137827
0.189111,0.188836,0.207168,0.193455,0.212062,0.206003,0.174485,0.160971,0.176633,0.199385,0.199659,0.210843,0.183217,0.19263,0.196333,0.176685,0.139842,0.179364,0.15729,0.179383,0.149204,0.169988,0.156019,0.131895
0.186648,0.173477,0.200139,0.189169,0.219741,0.205981,0.169911,0.167279,0.185059,0.200845,0.190425,0.219005,0.186397,0.18199,0.207742,0.159498,0.146663,0.173873,0.157561,0.169951,0.148898,0.158168,0.154816,0.141465
0.182272,0.17851,0.202993,0.179116,0.20602,0.196961,0.178946,0.168391,0.177537,0.197306,0.210295,0.219396,0.185398,0.19033,0.202448,0.163274,0.143701,0.176025,0.161767,0.169792,0.141403,0.163783,0.14887,0.132175
0.18873,0.183125,0.206517,0.176893,0.196395,0.196015,0.172822,0.186471,0.170505,0.195211,0.209679,0.224732,0.200462,0.187971,0.211935,0.174487,0.138787,0.166017,0.152294,0.164599,0.156963,0.158953,0.154511,0.133598
0.196946,0.167983,0.207739,0.178477,0.19223,0.198825,0.174704,0.174832,0.18254,0.186102,0.205674,0.205879,0.198318,0.183609,0.199734,0.184343,0.124494,0.167223,0.151284,0.172145,0.152982,0.160685,0.127328,0.125731
0.190846,0.172809,0.202692,0.185043,0.211803,0.198046,0.178429,0.182276,0.169855,0.192265,0.196129,0.212262,0.204032,0.193497,0.206211,0.173291,0.136298,0.169058,0.16503,0.167627,0.152706,0.152725,0.151662,0.124214
0.1782,0.18153,0.197805,0.177107,0.208287,0.197861,0.176673,0.156855,0.159849,0.195752,0.206985,0.202302,0.189615,0.181036,0.189921,0.167565,0.141097,0.178989,0.175611,0.165956,0.161669,0.161977,0.157791,0.124754
0.1751,0.17015,0.193405,0.176773,0.201856,0.198632,0.174071,0.157975,0.163909,0.195629,0.18193,0.204415,0.185191,0.181761,0.186398,0.161291,0.152547,0.168207,0.153332,0.149066,0.143613,0.15671,0.153468,0.126343
0.165615,0.180911,0.172526,0.177243,0.177718,0.189207,0.166407,0.176508,0.168762,0.19177,0.165332,0.205259,0.185549,0.186683,0.207842,0.156462,0.132,0.173375,0.169878,0.161022,0.147828,0.158894,0.143777,0.143626
0.165917,0.173371,0.186905,0.175083,0.179099,0.183728,0.168107,0.159961,0.160273,0.178066,0.176322,0.204405,0.172022,0.180265,0.195352,0.158141,0.148444,0.162726,0.152931,0.172936,0.145315,0.151621,0.141642,0.141365
0.172667,0.179237,0.168359,0.154793,0.196384,0.206828,0.18286,0.157204,0.152736,0.189071,0.17325,0.200376,0.170135,0.172001,0.184535,0.165182,0.13038,0.171594,0.151308,0.171815,0.150343,0.151829,0.16195,0.120739
0.178959,0.1747,0.187163,0.173536,0.202822,0.199457,0.175712,0.14637,0.160916,0.17475,0.184232,0.212789,0.173677,0.186709,0.178351,0.14189,0.140344,0.171087,0.14384,0.166857,0.144051,0.162562,0.144214,0.13408
