V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9],V05[1.7],V06[9.6],V08[6.1],V12[7.4],V16[7.5],V20[6.9],V24[7.8],V28[2.6]
0.0769016,0.0734276,0.0814349,0.0746678,0.094076,0.0811421,0.0797115,0.0736023,0.0624843,0.0880361,0.0713437,0.080114,0.0938469,0.0853002,0.0708039,0.0853794,0.0561026,0.081261,0.06368,0.066673,0.0727757,0.0647497,0.053991,0.073893,0.0721005,0.0684331,0.0681921,0.0793269,0.066613,0.0808069,0.0688485,0.0741245
0.0813815,0.0715701,0.0864298,0.077023,0.0878735,0.0894444,0.0762323,0.0709785,0.0614888,0.0789487,0.08234,0.0859793,0.0870589,0.0884132,0.0794553,0.0805704,0.062501,0.0805115,0.0672778,0.0752446,0.07906,0.0791895,0.0636343,0.0748314,0.0663743,0.0894179,0.0792709,0.076418,0.0824791,0.0671325,0.0613105,0.0705293
0.0748579,0.0703859,0.0803396,0.0813134,0.0860185,0.0856832,0.0765388,0.0884724,0.0618559,0.0804651,0.083211,0.0813521,0.0998168,0.0842587,0.0934864,0.071729,0.0718283,0.0694056,0.0727577,0.0708559,0.0769785,0.066143,0.0702925,0.0524789,0.0612921,0.0894625,0.0792186,0.0728473,0.0751058,0.0592673,0.0789577,0.0798588
0.0919262,0.0775504,0.0704127,0.0702188,0.0851255,0.0898274,0.0818996,0.0843393,0.0776647,0.078224,0.0834218,0.0872491,0.0900829,0.0961058,0.0717031,0.0712655,0.0691199,0.0731199,0.0892765,0.0759385,0.0808141,0.0804722,0.0722429,0.0778075,0.0743211,0.0807663,0.086162,0.0759626,0.0933209,0.0672491,0.0656285,0.0676392
0.0967564,0.0852999,0.0797902,0.0738963,0.089361,0.0956119,0.0984008,0.0837368,0.0697276,0.0974002,0.0885887,0.088796,0.0937919,0.0901023,0.0803156,0.0861829,0.0692717,0.0861979,0.0829814,0.0807525,0.0840486,0.0831998,0.072786,0.0691169,0.0778868,0.0730248,0.103509,0.0818702,0.0830014,0.0788082,0.0684403,0.0800063
0.104933,0.0925676,0.080668,0.0985595,0.0902021,0.097559,0.0870607,0.0870005,0.0809044,0.0947074,0.097455,0.102053,0.0997976,0.0949187,0.106925,0.0815597,0.0868151,0.0958413,0.093836,0.0904374,0.0872312,0.0867508,0.086626,0.0742744,0.0907975,0.085022,0.101204,0.095652,0.0961199,0.079111,0.0791085,0.0862697
0.110068,0.0811688,0.0907456,0.090225,0.109294,0.108034,0.0912601,0.103811,0.074894,0.094261,0.0903313,0.0897537,0.110004,0.110924,0.10751,0.103593,0.0724601,0.0995564,0.084416,0.102112,0.0970789,0.103721,0.0893287,0.072096,0.0953456,0.104102,0.108691,0.0994919,0.104328,0.086017,0.0891038,0.103185
0.103112,0.110878,0.0938132,0.109067,0.108919,0.111079,0.0984121,0.0958189,0.0895133,0.0998054,0.104757,0.106418,0.12039,0.121813,0.109982,0.095019,0.0894068,0.100852,0.0929732,0.0999943,0.105087,0.112587,0.0885186,0.0823769,0.100533,0.11425,0.10456,0.0981183,0.106496,0.095684,0.0956282,0.0898743
0.109423,0.0921661,0.098218,0.0949213,0.117707,0.110992,0.0854192,0.101033,0.0873624,0.102074,0.102681,0.108589,0.117163,0.123092,0.105402,0.0846463,0.0903135,0.112536,0.106664,0.0958957,0.105722,0.107927,0.0987464,0.093604,0.100999,0.123836,0.118791,0.115263,0.119683,0.116456,0.110806,0.101137
0.108848,0.104308,0.0936191,0.104608,0.119378,0.123616,0.0925696,0.0885885,0.0909385,0.120082,0.107592,0.114861,0.112026,0.10374,0.114367,0.0819815,0.109065,0.13487,0.107549,0.121343,0.107296,0.112295,0.102209,0.0963704,0.129927,0.121581,0.126289,0.119726,0.115546,0.131219,0.112231,0.0961675
0.120132,0.109183,0.102878,0.108153,0.136363,0.114019,0.112311,0.0932036,0.0892711,0.120777,0.105039,0.123021,0.117974,0.106444,0.116932,0.129156,0.10173,0.130096,0.10289,0.123048,0.115101,0.114661,0.0985487,0.0922469,0.113753,0.112333,0.129419,0.137167,0.129249,0.11208,0.121281,0.0894397
0.112031,0.113172,0.12889,0.104202,0.137524,0.127534,0.118812,0.0914745,0.0978285,0.115978,0.110285,0.110895,0.12876,0.136645,0.124977,0.101584,0.0953626,0.119366,0.10645,0.126124,0.117909,0.118336,0.103684,0.0972472,0.110195,0.12689,0.109379,0.107853,0.13788,0.118428,0.123983,0.117196
0.121245,0.114686,0.108109,0.126036,0.132545,0.14241,0.113171,0.115152,0.101508,0.128748,0.124357,0.13154,0.129425,0.144797,0.123537,0.126017,0.121886,0.129056,0.112976,0.122057,0.133611,0.127223,0.117587,0.0949866,0.115422,0.150164,0.135471,0.104892,0.134765,0.128249,0.10554,0.105692
0.112457,0.0928603,0.105864,0.136673,0.132586,0.143748,0.110727,0.111901,0.110635,0.127304,0.126028,0.138754,0.130535,0.157136,0.145631,0.0885419,0.109646,0.128313,0.129204,0.120995,0.118827,0.123606,0.111765,0.103539,0.123429,0.134742,0.129228,0.128791,0.127233,0.125135,0.116793,0.112047
0.116658,0.114917,0.105036,0.123919,0.160709,0.150106,0.114755,0.106667,0.0912553,0.124762,0.108808,0.136958,0.117805,0.132975,0.128736,0.0944514,0.102654,0.130782,0.136403,0.120721,0.121466,0.126765,0.115759,0.105031,0.119298,0.130858,0.135483,0.124632,0.12927,0.122762,0.105267,0.108035
0.111518,0.126454,0.109252,0.110782,0.152434,0.13514,0.138214,0.10916,0.1198,0.13276,0.118981,0.155577,0.138568,0.14585,0.124394,0.114936,0.11139,0.147121,0.109822,0.119821,0.121508,0.134897,0.102827,0.0921445,0.10591,0.122809,0.128894,0.131783,0.143676,0.114852,0.119423,0.120631
0.127144,0.120023,0.110215,0.118578,0.142431,0.138814,0.122244,0.122858,0.108828,0.136029,0.120972,0.145259,0.136268,0.140237,0.117016,0.116489,0.105679,0.125715,0.112068,0.132821,0.123993,0.11383,0.104848,0.101877,0.0978694,0.126221,0.126866,0.121076,0.131551,0.132165,0.123222,0.11013
0.126668,0.122494,0.138944,0.122254,0.129624,0.131225,0.128523,0.12927,0.12884,0.150006,0.132769,0.119643,0.131335,0.138609,0.122734,0.114425,0.106348,0.121988,0.119707,0.12986,0.132779,0.120323,0.094291,0.0895271,0.106491,0.133582,0.128495,0.123549,0.13284,0.125049,0.119116,0.123224
0.11466,0.125911,0.132999,0.110728,0.13973,0.148572,0.131646,0.104861,0.105685,0.142751,0.116107,0.13344,0.146933,0.140383,0.123432,0.100201,0.112315,0.130933,0.119337,0.119111,0.120449,0.132863,0.103041,0.108828,0.111435,0.11744,0.121859,0.117849,0.133034,0.119314,0.117366,0.0984018
0.129478,0.12523,0.116179,0.140876,0.136255,0.147407,0.13927,0.109157,0.126019,0.136188,0.125021,0.138551,0.149583,0.152813,0.126559,0.102294,0.099015,0.123664,0.114514,0.118538,0.11034,0.113743,0.11219,0.0936881,0.117116,0.126186,0.113575,0.130555,0.126912,0.116844,0.11599,0.114393
0.124183,0.12604,0.121232,0.133266,0.137541,0.136419,0.12675,0.119529,0.10597,0.1369,0.128387,0.141145,0.140755,0.150685,0.129126,0.0865702,0.0997066,0.118796,0.115031,0.122023,0.113544,0.107415,0.111663,0.101475,0.104676,0.116546,0.110576,0.12368,0.120633,0.106602,0.118798,0.103857
0.128865,0.109388,0.122329,0.115669,0.14717,0.138147,0.119224,0.127442,0.105499,0.141636,0.129935,0.165115,0.13902,0.137416,0.123401,0.10585,0.0980769,0.121562,0.104037,0.10613,0.121201,0.127204,0.0979864,0.0824179,0.109812,0.129617,0.116563,0.117211,0.127746,0.116771,0.103902,0.111232
0.138305,0.124621,0.117066,0.128936,0.134272,0.139024,0.129004,0.121883,0.115922,0.127275,0.123321,0.149162,0.128084,0.140278,0.127279,0.104121,0.107347,0.115299,0.110601,0.121299,0.115686,0.119772,0.103255,0.0975217,0.110728,0.110259,0.119008,0.114792,0.130259,0.11454,0.108126,0.104321
0.122734,0.128018,0.129891,0.123147,0.150535,0.140887,0.124696,0.115557,0.106807,0.125613,0.131035,0.145626,0.122711,0.156085,0.117874,0.112881,0.108241,0.129502,0.120341,0.111243,0.114536,0.115794,0.109553,0.0964747,0.115046,0.12532,0.129065,0.120244,0.125751,0.12193,0.0996943,0.11351
0.127299,0.121144,0.134372,0.128977,0.138549,0.131956,0.120978,0.116822,0.109164,0.139636,0.133203,0.130068,0.142631,0.142789,0.133412,0.110938,0.102957,0.120151,0.118042,0.117894,0.102142,0.112361,0.104823,0.108501,0.113869,0.119968,0.126691,0.119859,0.132523,0.113071,0.109315,0.112618
0.134456,0.120651,0.130777,0.127885,0.134761,0.146946,0.122431,0.121901,0.109596,0.13591,0.135853,0.142766,0.137226,0.138607,0.130067,0.108535,0.114513,0.114908,0.127049,0.116616,0.116028,0.107477,0.116584,0.0851836,0.106038,0.12523,0.127443,0.10792,0.118326,0.110127,0.111072,0.112502
0.131331,0.120058,0.121477,0.129505,0.131728,0.133949,0.127919,0.129615,0.0973923,0.127499,0.12653,0.140214,0.150957,0.135485,0.135718,0.125419,0.102451,0.122041,0.106637,0.119448,0.123248,0.120021,0.101512,0.108897,0.114077,0.123169,0.120293,0.123026,0.117651,0.111343,0.109006,0.124436
0.130485,0.115878,0.125,0.137482,0.136243,0.142617,0.122641,0.122667,0.119877,0.138493,0.133806,0.145125,0.13785,0.135396,0.13525,0.108613,0.112248,0.126595,0.122528,0.123994,0.123796,0.125983,0.106453,0.104644,0.110981,0.120093,0.128438,0.115896,0.128364,0.113207,0.118137,0.119956
0.127565,0.134098,0.128513,0.12355,0.139782,0.140018,0.126859,0.124846,0.121384,0.13946,0.129326,0.147868,0.137029,0.14592,0.12332,0.114587,0.107625,0.128333,0.130123,0.127041,0.117983,0.122417,0.110646,0.107125,0.11657,0.128011,0.130671,0.131254,0.125837,0.116918,0.118078,0.110039
0.135759,0.128782,0.143671,0.120297,0.156566,0.141288,0.133089,0.114138,0.126374,0.147394,0.121393,0.139039,0.144209,0.146171,0.12982,0.104367,0.107479,0.127363,0.109973,0.124713,0.122827,0.13809,0.124873,0.11619,0.11885,0.125973,0.127815,0.122001,0.128105,0.120473,0.132341,0.123019
0.134387,0.134232,0.142186,0.139124,0.133431,0.137404,0.137911,0.116548,0.134581,0.125159,0.140423,0.139898,0.131651,0.153513,0.127596,0.114414,0.107337,0.130524,0.122893,0.130736,0.122512,0.128355,0.116679,0.10712,0.113903,0.130459,0.131493,0.123495,0.125971,0.132607,0.112714,0.111097
0.132972,0.134166,0.133719,0.132126,0.140462,0.152501,0.137012,0.125732,0.113079,0.145847,0.147562,0.142532,0.158549,0.157872,0.13538,0.11295,0.115097,0.124505,0.117448,0.129415,0.12933,0.129708,0.116114,0.107842,0.112886,0.13979,0.13863,0.126138,0.142055,0.129118,0.12062,0.119713
0.132525,0.130984,0.132811,0.124494,0.150426,0.159099,0.130663,0.135165,0.117086,0.152219,0.135075,0.145571,0.150298,0.14703,0.142908,0.122484,0.116785,0.133258,0.124405,0.136214,0.12882,0.12817,0.120175,0.114957,0.122293,0.135706,0.150885,0.126734,0.136381,0.125904,0.124331,0.127786
0.149727,0.129482,0.13065,0.136711,0.152054,0.143223,0.128634,0.139169,0.123318,0.155627,0.141722,0.152692,0.15314,0.161668,0.129282,0.135302,0.122715,0.142802,0.140692,0.145281,0.133558,0.139071,0.124658,0.124706,0.135145,0.138812,0.148498,0.133081,0.144383,0.129265,0.133153,0.126541
0.149608,0.137184,0.156047,0.143618,0.169484,0.160088,0.141765,0.14902,0.135506,0.150867,0.14381,0.155381,0.153792,0.158381,0.147894,0.126475,0.123187,0.138955,0.130643,0.144403,0.142462,0.138951,0.143295,0.130769,0.144475,0.160649,0.163536,0.138031,0.145955,0.145353,0.144315,0.144379
0.154803,0.141088,0.148261,0.135948,0.159636,0.156512,0.14364,0.150429,0.13679,0.145709,0.150243,0.152357,0.152088,0.154379,0.144668,0.148844,0.124235,0.15544,0.141551,0.144466,0.149939,0.142551,0.127696,0.131014,0.144474,0.16446,0.152653,0.150742,0.151551,0.150403,0.14146,0.141136
0.155485,0.151601,0.153211,0.149422,0.157612,0.169787,0.155021,0.137005,0.127597,0.161834,0.159946,0.152596,0.164949,0.157454,0.145729,0.139005,0.151732,0.164399,0.161349,0.167056,0.164173,0.17421,0.141686,0.141622,0.149558,0.169258,0.17299,0.169927,0.172836,0.166035,0.167858,0.152069
0.162801,0.157034,0.151747,0.157415,0.158534,0.176087,0.171714,0.150188,0.147235,0.175867,0.159458,0.162364,0.184012,0.172002,0.166835,0.138253,0.177879,0.203954,0.197061,0.184716,0.186601,0.182506,0.176418,0.173018,0.179558,0.203783,0.196486,0.193347,0.203802,0.193323,0.185671,0.177976
0.18795,0.152303,0.161932,0.184917,0.197613,0.173856,0.167505,0.163785,0.154743,0.183079,0.187228,0.181811,0.204539,0.195235,0.178973,0.167983,0.200566,0.223862,0.220596,0.221411,0.222148,0.238094,0.220569,0.222801,0.226919,0.240346,0.247689,0.233877,0.232219,0.226168,0.230962,0.219015
0.202514,0.194828,0.188491,0.207473,0.222582,0.219999,0.184779,0.19619,0.176561,0.189628,0.193719,0.204418,0.21069,0.197648,0.181943,0.186268,0.241313,0.275174,0.274703,0.2666,0.262896,0.270862,0.257906,0.255222,0.278841,0.292791,0.267149,0.28085,0.281503,0.280705,0.277724,0.269782
0.243303,0.221644,0.220319,0.213902,0.239863,0.239442,0.221645,0.215471,0.213722,0.230491,0.217604,0.227512,0.225665,0.229325,0.199438,0.215128,0.324429,0.368288,0.339766,0.346751,0.364417,0.346035,0.336297,0.317901,0.35786,0.383817,0.359736,0.356491,0.349883,0.348999,0.338786,0.362616
0.263696,0.250046,0.240573,0.256435,0.278837,0.28442,0.241272,0.247406,0.240635,0.272843,0.244917,0.266717,0.235151,0.252781,0.245154,0.245831,0.434585,0.484799,0.478234,0.467573,0.489382,0.48543,0.475661,0.471112,0.486548,0.513409,0.505463,0.502178,0.506824,0.493739,0.485106,0.460897
0.327692,0.315439,0.290103,0.291832,0.320441,0.31216,0.297026,0.279901,0.282758,0.313475,0.312241,0.304089,0.294423,0.306654,0.296292,0.284448,0.628155,0.690512,0.688055,0.678473,0.698104,0.696017,0.666532,0.685985,0.711251,0.737335,0.711885,0.698028,0.731872,0.656951,0.694143,0.68898
0.38722,0.384444,0.37435,0.386326,0.405084,0.389986,0.347713,0.354824,0.363134,0.388954,0.364656,0.388593,0.370831,0.396814,0.3713,0.341064,0.823124,0.916003,0.893594,0.856701,0.864195,0.894389,0.833038,0.866297,0.904905,0.95158,0.897732,0.914506,0.929572,0.856706,0.869852,0.879754
0.491688,0.464858,0.450063,0.477115,0.475373,0.478753,0.449965,0.42259,0.470428,0.486091,0.451815,0.467808,0.439185,0.477246,0.4599,0.437869,0.901289,0.971831,0.916145,0.894268,0.896,0.914496,0.868998,0.935398,0.974171,1.00114,0.951733,0.979589,0.948788,0.886115,0.886977,0.914493
0.552774,0.526532,0.515909,0.536888,0.538637,0.535572,0.498775,0.483631,0.556039,0.579662,0.532179,0.52976,0.501855,0.543362,0.507643,0.513683,0.780315,0.861324,0.832607,0.790097,0.806581,0.811935,0.766922,0.809641,0.845123,0.898882,0.857179,0.868018,0.844044,0.810045,0.833713,0.799409
0.590149,0.549331,0.524641,0.548432,0.529385,0.551445,0.508345,0.503984,0.573563,0.583116,0.551749,0.541837,0.54779,0.542009,0.526332,0.561165,0.637771,0.684591,0.660426,0.649562,0.644031,0.651556,0.619328,0.654293,0.688412,0.737485,0.699663,0.702458,0.684515,0.670407,0.659895,0.658299
0.573859,0.502368,0.504895,0.499402,0.496917,0.500972,0.477694,0.468609,0.527531,0.550569,0.535126,0.503215,0.512662,0.504252,0.493515,0.535278,0.515513,0.554217,0.547425,0.517406,0.517211,0.528283,0.499206,0.522096,0.551237,0.566382,0.556965,0.560712,0.571617,0.523578,0.544419,0.512645
0.491478,0.446027,0.428271,0.453547,0.434386,0.450722,0.418473,0.428271,0.446056,0.482714,0.466378,0.462916,0.432667,0.45386,0.43966,0.470858,0.383333,0.418229,0.4089,0.394869,0.395952,0.392297,0.388231,0.368562,0.416682,0.438294,0.433787,0.429719,0.439738,0.400126,0.401526,0.378315
0.413997,0.388885,0.381567,0.390164,0.389027,0.389665,0.361899,0.350395,0.385158,0.419089,0.403663,0.392337,0.402582,0.398126,0.378588,0.401877,0.277937,0.331696,0.286245,0.292216,0.297944,0.290042,0.285558,0.269932,0.302946,0.316099,0.312453,0.308147,0.312784,0.306407,0.296092,0.282617
0.343727,0.315693,0.311725,0.314532,0.329087,0.337002,0.305411,0.316343,0.329323,0.348261,0.329605,0.332175,0.344149,0.349451,0.339132,0.332101,0.232567,0.265844,0.235626,0.232321,0.226768,0.240149,0.215466,0.205662,0.240236,0.248768,0.264587,0.250049,0.238397,0.237733,0.232022,0.227074
0.286918,0.270634,0.26488,0.27724,0.293811,0.283216,0.258051,0.261909,0.262762,0.28545,0.278222,0.290408,0.28302,0.279125,0.278262,0.247678,0.197017,0.221523,0.221356,0.204889,0.199059,0.21523,0.185386,0.173197,0.203699,0.226033,0.229616,0.214336,0.217579,0.20802,0.195917,0.199643
0.247873,0.225391,0.234655,0.236219,0.256698,0.25033,0.232965,0.214471,0.234615,0.247604,0.243429,0.260723,0.247751,0.246367,0.244137,0.228403,0.186948,0.201261,0.182611,0.186542,0.186677,0.201304,0.164613,0.156591,0.194142,0.209009,0.206823,0.20578,0.216403,0.195873,0.195323,0.195626
0.226308,0.20148,0.193545,0.217739,0.226173,0.227377,0.22594,0.188292,0.201401,0.227674,0.225626,0.229324,0.226734,0.223287,0.214238,0.194866,0.167036,0.192466,0.181912,0.182485,0.180571,0.175224,0.169642,0.15249,0.172941,0.19909,0.185821,0.186016,0.191547,0.180608,0.170821,0.163375
0.204147,0.200388,0.215498,0.204741,0.22252,0.201978,0.18046,0.192235,0.190194,0.219945,0.200418,0.224934,0.21375,0.222268,0.203751,0.177289,0.158355,0.18607,0.167047,0.167971,0.172326,0.171418,0.157868,0.148639,0.159958,0.180023,0.187026,0.174095,0.182298,0.1822,0.170198,0.161229
0.190901,0.179888,0.19942,0.192786,0.221898,0.215427,0.182521,0.188279,0.186137,0.212555,0.202766,0.213022,0.213776,0.225008,0.204981,0.1844,0.15741,0.18401,0.170019,0.169231,0.164791,0.174668,0.143565,0.140071,0.151347,0.172587,0.176117,0.166946,0.181812,0.169573,0.161421,0.149043
0.194533,0.178329,0.195369,0.197683,0.210566,0.219491,0.18828,0.168881,0.186329,0.199555,0.190044,0.217204,0.21372,0.212507,0.19936,0.15863,0.150039,0.175439,0.163307,0.164086,0.160769,0.160562,0.142814,0.140339,0.150425,0.190042,0.174099,0.171346,0.180742,0.172683,0.157118,0.149409
0.191528,0.18445,0.175555,0.18902,0.212698,0.201383,0.185533,0.17949,0.178412,0.212761,0.191878,0.209134,0.199651,0.199374,0.197198,0.159077,0.148503,0.171399,0.161172,0.154125,0.15543,0.167218,0.15707,0.136536,0.150351,0.170737,0.17528,0.170849,0.174969,0.166618,0.162048,0.150716
0.200605,0.175473,0.184437,0.193986,0.205699,0.208783,0.186872,0.175235,0.181499,0.203212,0.192267,0.206807,0.203647,0.205341,0.199472,0.16475,0.142986,0.173978,0.154278,0.159536,0.161632,0.164733,0.144398,0.126899,0.153427,0.168766,0.163336,0.168414,0.163827,0.166959,0.153767,0.143006
0.188247,0.169808,0.172046,0.193093,0.20753,0.19613,0.185831,0.17604,0.164235,0.201473,0.205359,0.209868,0.220429,0.213097,0.188534,0.157505,0.143162,0.169835,0.146864,0.156088,0.16102,0.170797,0.14584,0.128341,0.143594,0.16376,0.162102,0.163957,0.169399,0.171872,0.154117,0.144524
0.183715,0.17217,0.180885,0.175271,0.196965,0.192341,0.181534,0.165155,0.166169,0.199399,0.176288,0.203004,0.202956,0.216631,0.18598,0.170508,0.136186,0.177631,0.152757,0.152358,0.15111,0.158053,0.142074,0.130059,0.150556,0.174224,0.168086,0.157279,0.166274,0.148802,0.163372,0.136274
0.179548,0.172709,0.173817,0.17916,0.19201,0.203553,0.177841,0.17182,0.159738,0.188599,0.191114,0.204705,0.201934,0.204849,0.183823,0.154413,0.139544,0.165883,0.154531,0.151588,0.161001,0.158807,0.140498,0.12253,0.153011,0.165687,0.167239,0.163565,0.178078,0.157986,0.148854,0.146746
0.185434,0.165447,0.170119,0.178073,0.197138,0.207502,0.175758,0.175108,0.180039,0.198071,0.185797,0.207223,0.207537,0.198053,0.186763,0.157003,0.145628,0.163878,0.141232,0.151589,0.143012,0.157989,0.144364,0.139722,0.152257,0.16906,0.162651,0.167262,0.169534,0.154178,0.143637,0.156109
0.184503,0.172253,0.172271,0.197726,0.19483,0.20198,0.185006,0.166502,0.161924,0.188194,0.179103,0.204316,0.196736,0.20385,0.182861,0.162384,0.141985,0.165972,0.152804,0.159705,0.155013,0.154622,0.143436,0.124121,0.149366,0.165025,0.165644,0.159308,0.170425,0.15703,0.145137,0.145253
0.187829,0.172415,0.169202,0.187388,0.209907,0.190034,0.172346,0.173925,0.166046,0.187156,0.189766,0.205792,0.201275,0.193649,0.193103,0.163816,0.140957,0.168919,0.148512,0.161865,0.156951,0.153799,0.145817,0.12652,0.143455,0.157983,0.162082,0.153527,0.155689,0.158814,0.14314,0.151832
0.174891,0.176578,0.172798,0.17089,0.206413,0.192675,0.175174,0.16193,0.170368,0.188786,0.185475,0.200529,0.194546,0.209192,0.181154,0.153091,0.138692,0.165594,0.152438,0.144283,0.154259,0.158848,0.139716,0.133911,0.137513,0.168902,0.162503,0.154808,0.176371,0.158161,0.146967,0.148145
0.185884,0.177995,0.163869,0.179672,0.197517,0.196255,0.184206,0.158203,0.159412,0.190657,0.185712,0.199167,0.206287,0.20479,0.190677,0.164061,0.137487,0.155139,0.145728,0.152817,0.150184,0.154515,0.142478,0.140092,0.145777,0.169167,0.16351,0.156329,0.16288,0.155581,0.152268,0.142944
0.178326,0.171222,0.17698,0.174342,0.192624,0.192167,0.184208,0.161705,0.166626,0.192553,0.187916,0.199138,0.197007,0.203184,0.19004,0.152592,0.138111,0.156513,0.141391,0.159007,0.149323,0.15364,0.140827,0.130118,0.15279,0.167221,0.155832,0.15687,0.158526,0.157217,0.141627,0.140743
0.179842,0.179252,0.174776,0.185204,0.195012,0.189615,0.182015,0.170665,0.175212,0.19638,0.177828,0.205467,0.181607,0.2097,0.189267,0.171448,0.138104,0.159597,0.156693,0.152446,0.149613,0.15359,0.134755,0.12341,0.145229,0.1661,0.155366,0.160071,0.156253,0.158283,0.149892,0.150112
0.185577,0.171875,0.174584,0.183716,0.211507,0.201701,0.181609,0.170225,0.159465,0.199663,0.179389,0.211187,0.185033,0.186205,0.175827,0.162841,0.140791,0.162848,0.153044,0.142988,0.152275,0.154518,0.138301,0.121127,0.145583,0.155865,0.164237,0.157338,0.162008,0.153414,0.142248,0.1394
0.183212,0.174764,0.162095,0.173335,0.194289,0.204429,0.18447,0.166318,0.173906,0.19817,0.18434,0.199588,0.193487,0.197539,0.184156,0.166781,0.132337,0.157019,0.157195,0.146562,0.141972,0.146416,0.124291,0.124184,0.144767,0.163135,0.170898,0.165474,0.16378,0.146059,0.138652,0.135266
0.181376,0.173217,0.173121,0.183771,0.195323,0.198303,0.179614,0.168735,0.155916,0.185522,0.186287,0.201818,0.196321,0.202801,0.200204,0.164171,0.1188,0.14908,0.144402,0.135518,0.13437,0.142866,0.135968,0.126397,0.144834,0.146709,0.155382,0.154756,0.1524,0.148871,0.133102,0.128962
0.178042,0.174464,0.162866,0.174829,0.196552,0.185291,0.170564,0.173442,0.149229,0.172293,0.166549,0.190044,0.202657,0.181863,0.177881,0.158561,0.137951,0.151944,0.141101,0.141404,0.13701,0.145922,0.122617,0.113584,0.138156,0.148917,0.147788,0.144842,0.153704,0.148338,0.130505,0.150261
0.178079,0.157859,0.171471,0.164164,0.188597,0.181219,0.164657,0.163809,0.148052,0.170856,0.175082,0.177795,0.1929,0.191842,0.168625,0.149028,0.123471,0.155031,0.127446,0.126728,0.144834,0.144395,0.125591,0.122615,0.135586,0.140734,0.14698,0.149784,0.140406,0.158885,0.133222,0.124955
0.161061,0.160699,0.163302,0.167666,0.165466,0.197119,0.164096,0.154553,0.16078,0.172606,0.164178,0.194916,0.176541,0.17679,0.176123,0.153904,0.123035,0.151242,0.136812,0.133646,0.146843,0.137517,0.116529,0.108798,0.137176,0.144314,0.156942,0.138616,0.15243,0.140546,0.11314,0.127926
0.161768,0.153029,0.153864,0.163453,0.17597,0.169855,0.151768,0.149109,0.157098,0.158384,0.16108,0.178447,0.172513,0.193592,0.162028,0.166192,0.123757,0.142669,0.133523,0.135366,0.136087,0.146589,0.128226,0.115417,0.146805,0.147899,0.151298,0.139586,0.158449,0.12958,0.131988,0.135902
0.137839,0.139268,0.168666,0.151,0.166462,0.164812,0.148749,0.151078,0.141797,0.16328,0.160112,0.18105,0.171809,0.17058,0.160288,0.130397,0.130011,0.150073,0.134304,0.12212,0.117617,0.148723,0.119629,0.113191,0.141498,0.160708,0.149143,0.142044,0.154103,0.137115,0.143605,0.156204
0.157698,0.166715,0.163624,0.159996,0.180498,0.158685,0.148445,0.161153,0.146161,0.170576,0.154698,0.176633,0.17284,0.175386,0.155521,0.141191,0.119034,0.141502,0.120971,0.130878,0.141953,0.152934,0.128117,0.119442,0.136358,0.15403,0.154249,0.146395,0.149269,0.138922,0.13868,0.132289
0.163371,0.145968,0.146516,0.146417,0.190739,0.158594,0.141415,0.141759,0.128245,0.145094,0.162878,0.156105,0.181529,0.169832,0.145204,0.148362,0.124544,0.145852,0.133103,0.136279,0.143572,0.150428,0.114478,0.119999,0.116574,0.146924,0.147554,0.148429,0.139166,0.128889,0.128412,0.13629
0.15317,0.158493,0.14396,0.13977,0.167749,0.176829,0.155763,0.137641,0.136509,0.141851,0.158377,0.171601,0.166635,0.16947,0.173137,0.126791,0.128888,0.155302,0.144427,0.150189,0.134262,0.152914,0.130218,0.121783,0.136363,0.152235,0.15085,0.141945,0.154483,0.142882,0.14184,0.128434
0.132884,0.140336,0.14171,0.143514,0.157528,0.171206,0.141249,0.133418,0.147498,0.164067,0.161312,0.19793,0.160426,0.177258,0.154516,0.133788,0.123804,0.142344,0.128339,0.149189,0.126826,0.132231,0.132259,0.117219,0.139159,0.16213,0.144874,0.146948,0.141091,0.140605,0.134026,0.137422
0.149808,0.133597,0.142217,0.161022,0.141736,0.171183,0.154656,0.139038,0.145283,0.160711,0.15766,0.168099,0.167761,0.163204,0.165863,0.127058,0.137665,0.138403,0.147036,0.154689,0.141961,0.144747,0.134593,0.122227,0.12542,0.150451,0.149698,0.149227,0.154788,0.144429,0.135094,0.138101
0.157479,0.143612,0.150108,0.152329,0.157797,0.158697,0.169285,0.143372,0.143126,0.159522,0.160283,0.168319,0.167411,0.17882,0.171548,0.146383,0.136454,0.142167,0.124773,0.124715,0.149276,0.151572,0.118132,0.124844,0.122612,0.132545,0.138566,0.14805,0.161908,0.140727,0.142735,0.118544
0.157834,0.162228,0.141235,0.152047,0.171503,0.146635,0.152671,0.152223,0.148505,0.165041,0.131766,0.173495,0.157313,0.163984,0.15063,0.141688,0.124395,0.158848,0.149617,0.144359,0.148113,0.137081,0.124985,0.131752,0.132176,0.150526,0.152008,0.156786,0.146317,0.135541,0.135104,0.119468
